					郑州商品交易所期货每日行情表(2021-05-25)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA106 |4,566.00  |4,588.00  |4,702.00  |4,574.00  |4,686.00  |4,630.00  |120.00   |64.00    |1,727     |20,751    |-1,415    |3,997.09    |
TA107 |4,584.00  |4,618.00  |4,726.00  |4,590.00  |4,708.00  |4,668.00  |124.00   |84.00    |213,621   |118,957   |-4,120    |498,551.84  |
TA108 |4,612.00  |4,636.00  |4,746.00  |4,614.00  |4,728.00  |4,694.00  |116.00   |82.00    |55,533    |30,200    |1,433     |130,312.57  |
TA109 |4,628.00  |4,656.00  |4,748.00  |4,632.00  |4,728.00  |4,698.00  |100.00   |70.00    |1,631,704 |1,758,400 |-60,893   |3,832,901.89|
TA110 |4,688.00  |4,708.00  |4,798.00  |4,706.00  |4,788.00  |4,746.00  |100.00   |58.00    |2,527     |40,539    |990       |5,995.10    |
TA111 |4,710.00  |4,740.00  |4,808.00  |4,730.00  |4,794.00  |4,790.00  |84.00    |80.00    |588       |14,216    |479       |1,408.07    |
TA112 |4,710.00  |4,748.00  |4,816.00  |4,740.00  |4,810.00  |4,792.00  |100.00   |82.00    |73        |22,764    |-8        |174.88      |
TA201 |4,724.00  |4,736.00  |4,826.00  |4,722.00  |4,814.00  |4,788.00  |90.00    |64.00    |84,239    |429,005   |-3,052    |201,624.83  |
TA202 |4,772.00  |4,754.00  |4,848.00  |4,750.00  |4,840.00  |4,766.00  |68.00    |-6.00    |1,220     |49,012    |1,058     |2,907.53    |
TA203 |4,748.00  |4,756.00  |4,862.00  |4,756.00  |4,852.00  |4,774.00  |104.00   |26.00    |1,495     |36,858    |905       |3,568.00    |
TA204 |4,784.00  |4,796.00  |4,892.00  |4,796.00  |4,878.00  |4,876.00  |94.00    |92.00    |75        |5,053     |-71       |182.85      |
TA205 |4,792.00  |4,824.00  |4,900.00  |4,800.00  |4,880.00  |4,878.00  |88.00    |86.00    |750       |931       |168       |1,829.21    |
小计    |          |          |          |          |          |          |         |         |1,993,552 |2,526,686 |-64,526   |4,683,453.85|
总计    |          |          |          |          |          |          |         |         |1,993,552 |2,526,686 |-64,526   |4,683,453.85|
