					郑州商品交易所期货每日行情表(2021-08-26)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA109 |4,966.00  |4,966.00  |4,984.00  |4,910.00  |4,918.00  |4,958.00  |-48.00   |-8.00    |25,737    |84,797    |-7,981    |63,943.25   |
TA110 |5,010.00  |5,044.00  |5,044.00  |4,964.00  |4,972.00  |5,010.00  |-38.00   |0.00     |116,820   |243,036   |-9,284    |292,644.03  |
TA111 |5,022.00  |5,042.00  |5,060.00  |4,978.00  |4,986.00  |5,022.00  |-36.00   |0.00     |59,524    |394,900   |1,150     |149,453.38  |
TA112 |5,020.00  |5,024.00  |5,042.00  |4,970.00  |4,978.00  |5,018.00  |-42.00   |-2.00    |12,338    |23,874    |1,349     |30,954.53   |
TA201 |5,030.00  |5,042.00  |5,050.00  |4,974.00  |4,984.00  |5,020.00  |-46.00   |-10.00   |1,635,774 |1,608,830 |31,300    |4,104,788.86|
TA202 |4,998.00  |5,024.00  |5,104.00  |4,954.00  |4,954.00  |5,022.00  |-44.00   |24.00    |514       |28,383    |32        |1,290.65    |
TA203 |4,980.00  |5,020.00  |5,034.00  |4,934.00  |4,934.00  |4,972.00  |-46.00   |-8.00    |772       |46,806    |12        |1,919.37    |
TA204 |4,990.00  |4,994.00  |4,994.00  |4,920.00  |4,920.00  |4,974.00  |-70.00   |-16.00   |154       |8,513     |2         |382.99      |
TA205 |4,994.00  |5,000.00  |5,012.00  |4,946.00  |4,958.00  |4,980.00  |-36.00   |-14.00   |47,342    |158,684   |688       |117,853.71  |
TA206 |4,978.00  |4,980.00  |4,986.00  |4,922.00  |4,942.00  |4,948.00  |-36.00   |-30.00   |163       |1,153     |14        |403.27      |
TA207 |4,990.00  |4,982.00  |4,986.00  |4,924.00  |4,958.00  |4,940.00  |-32.00   |-50.00   |139       |947       |3         |343.36      |
TA208 |4,958.00  |4,938.00  |4,996.00  |4,938.00  |4,996.00  |4,968.00  |38.00    |10.00    |2         |7         |0         |4.97        |
小计    |          |          |          |          |          |          |         |         |1,899,279 |2,599,930 |17,285    |4,763,982.36|
总计    |          |          |          |          |          |          |         |         |1,899,279 |2,599,930 |17,285    |4,763,982.36|
