					郑州商品交易所期货每日行情表(2021-12-28)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA201 |4,786.00  |4,788.00  |4,896.00  |4,748.00  |4,870.00  |4,836.00  |84.00    |50.00    |53,324    |97,708    |-6,794    |128,944.63  |
TA202 |4,796.00  |4,796.00  |4,920.00  |4,766.00  |4,900.00  |4,860.00  |104.00   |64.00    |89,798    |228,986   |-6,209    |218,148.66  |
TA203 |4,814.00  |4,812.00  |4,932.00  |4,782.00  |4,904.00  |4,858.00  |90.00    |44.00    |190,172   |420,514   |-5,347    |461,838.87  |
TA204 |4,838.00  |4,820.00  |4,952.00  |4,808.00  |4,924.00  |4,886.00  |86.00    |48.00    |11,768    |31,870    |-665      |28,745.24   |
TA205 |4,858.00  |4,856.00  |4,974.00  |4,824.00  |4,944.00  |4,910.00  |86.00    |52.00    |1,201,643 |1,117,943 |45,670    |2,949,135.02|
TA206 |4,862.00  |4,848.00  |4,976.00  |4,848.00  |4,944.00  |4,944.00  |82.00    |82.00    |187       |2,489     |-99       |462.17      |
TA207 |4,896.00  |4,858.00  |4,990.00  |4,858.00  |4,956.00  |4,956.00  |60.00    |60.00    |617       |25,530    |-465      |1,528.99    |
TA208 |4,914.00  |4,888.00  |4,998.00  |4,888.00  |4,978.00  |4,962.00  |64.00    |48.00    |63        |16,174    |11        |156.30      |
TA209 |4,906.00  |4,898.00  |5,020.00  |4,872.00  |4,994.00  |4,958.00  |88.00    |52.00    |16,445    |52,395    |-28       |40,769.19   |
TA210 |4,960.00  |5,058.00  |5,058.00  |5,020.00  |5,030.00  |5,034.00  |70.00    |74.00    |11        |75        |-8        |27.68       |
TA211 |4,968.00  |5,008.00  |5,050.00  |5,008.00  |5,032.00  |5,040.00  |64.00    |72.00    |8         |927       |0         |20.16       |
TA212 |4,994.00  |0.00      |0.00      |0.00      |0.00      |5,056.00  |62.00    |62.00    |0         |2         |0         |0.00        |
小计    |          |          |          |          |          |          |         |         |1,564,036 |1,994,613 |26,066    |3,829,776.90|
总计    |          |          |          |          |          |          |         |         |1,564,036 |1,994,613 |26,066    |3,829,776.90|
