					郑州商品交易所期货每日行情表(2021-08-24)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA109 |4,902.00  |4,950.00  |4,994.00  |4,918.00  |4,950.00  |4,954.00  |48.00    |52.00    |66,974    |102,887   |-18,440   |165,885.92  |
TA110 |4,948.00  |4,978.00  |5,034.00  |4,958.00  |4,984.00  |4,994.00  |36.00    |46.00    |151,669   |251,250   |-2,532    |378,700.92  |
TA111 |4,952.00  |4,980.00  |5,036.00  |4,962.00  |4,998.00  |4,998.00  |46.00    |46.00    |119,483   |362,101   |27,015    |298,524.45  |
TA112 |4,960.00  |4,974.00  |5,042.00  |4,966.00  |5,004.00  |5,004.00  |44.00    |44.00    |18,829    |20,631    |3,038     |47,113.35   |
TA201 |4,962.00  |4,992.00  |5,056.00  |4,972.00  |5,008.00  |5,012.00  |46.00    |50.00    |1,862,028 |1,581,891 |-25,398   |4,666,334.52|
TA202 |4,938.00  |4,954.00  |5,020.00  |4,950.00  |4,972.00  |4,976.00  |34.00    |38.00    |49        |28,392    |1         |121.91      |
TA203 |4,904.00  |4,932.00  |4,992.00  |4,920.00  |4,962.00  |4,960.00  |58.00    |56.00    |1,856     |46,672    |-451      |4,602.78    |
TA204 |4,918.00  |5,000.00  |5,000.00  |4,968.00  |4,968.00  |4,986.00  |50.00    |68.00    |9         |8,527     |-2        |22.44       |
TA205 |4,922.00  |4,952.00  |5,006.00  |4,938.00  |4,978.00  |4,970.00  |56.00    |48.00    |26,069    |158,132   |2,012     |64,777.25   |
TA206 |4,916.00  |4,944.00  |4,988.00  |4,944.00  |4,960.00  |4,980.00  |44.00    |64.00    |484       |1,135     |-439      |1,205.03    |
TA207 |4,920.00  |4,948.00  |4,992.00  |4,922.00  |4,970.00  |4,974.00  |50.00    |54.00    |47        |942       |-4        |116.86      |
TA208 |4,936.00  |4,980.00  |4,980.00  |4,934.00  |4,934.00  |4,958.00  |-2.00    |22.00    |2         |7         |0         |4.96        |
小计    |          |          |          |          |          |          |         |         |2,247,499 |2,562,567 |-15,200   |5,627,410.38|
总计    |          |          |          |          |          |          |         |         |2,247,499 |2,562,567 |-15,200   |5,627,410.38|
