					郑州商品交易所期货每日行情表(2021-07-07)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA107 |5,404.00  |5,322.00  |5,336.00  |5,132.00  |5,132.00  |5,254.00  |-272.00  |-150.00  |7,042     |27,886    |-2,451    |18,499.20   |5,140.00      
TA108 |5,370.00  |5,346.00  |5,346.00  |5,100.00  |5,100.00  |5,194.00  |-270.00  |-176.00  |17,498    |16,960    |-7,447    |45,442.82   |
TA109 |5,378.00  |5,346.00  |5,348.00  |5,108.00  |5,108.00  |5,180.00  |-270.00  |-198.00  |3,164,810 |1,606,038 |-193,228  |8,196,063.99|
TA110 |5,252.00  |5,258.00  |5,262.00  |5,030.00  |5,086.00  |5,136.00  |-166.00  |-116.00  |95,413    |217,865   |-12,891   |244,974.05  |
TA111 |5,242.00  |5,248.00  |5,276.00  |5,032.00  |5,082.00  |5,140.00  |-160.00  |-102.00  |46,854    |94,678    |3,697     |120,394.47  |
TA112 |5,272.00  |5,214.00  |5,288.00  |5,046.00  |5,094.00  |5,140.00  |-178.00  |-132.00  |8,355     |10,187    |-1,717    |21,471.92   |
TA201 |5,256.00  |5,278.00  |5,288.00  |5,054.00  |5,110.00  |5,140.00  |-146.00  |-116.00  |508,868   |749,724   |27,087    |1,308,057.82|
TA202 |5,296.00  |5,234.00  |5,284.00  |5,070.00  |5,112.00  |5,192.00  |-184.00  |-104.00  |1,058     |34,590    |-740      |2,745.89    |
TA203 |5,296.00  |5,224.00  |5,288.00  |5,086.00  |5,128.00  |5,206.00  |-168.00  |-90.00   |2,463     |29,570    |-1,858    |6,411.30    |
TA204 |5,278.00  |5,234.00  |5,234.00  |5,096.00  |5,122.00  |5,150.00  |-156.00  |-128.00  |14        |7,135     |-1        |36.05       |
TA205 |5,278.00  |5,292.00  |5,292.00  |5,080.00  |5,124.00  |5,146.00  |-154.00  |-132.00  |10,601    |30,786    |174       |27,276.58   |
TA206 |5,276.00  |5,280.00  |5,280.00  |5,100.00  |5,142.00  |5,204.00  |-134.00  |-72.00   |48        |177       |8         |124.89      |
小计    |          |          |          |          |          |          |         |         |3,863,024 |2,825,596 |-189,367  |9,991,498.98|
总计    |          |          |          |          |          |          |         |         |3,863,024 |2,825,596 |-189,367  |9,991,498.98|
