					郑州商品交易所期货每日行情表(2021-07-29)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA108 |5,406.00  |5,392.00  |5,500.00  |5,354.00  |5,480.00  |5,454.00  |74.00    |48.00    |1,523     |6,832     |-1,500    |4,152.86    |
TA109 |5,394.00  |5,410.00  |5,532.00  |5,352.00  |5,510.00  |5,434.00  |116.00   |40.00    |1,696,029 |1,151,228 |20,168    |4,606,830.17|
TA110 |5,294.00  |5,316.00  |5,438.00  |5,262.00  |5,404.00  |5,340.00  |110.00   |46.00    |111,174   |241,642   |2,157     |296,843.23  |
TA111 |5,264.00  |5,284.00  |5,402.00  |5,234.00  |5,370.00  |5,312.00  |106.00   |48.00    |46,526    |167,762   |666       |123,560.69  |
TA112 |5,222.00  |5,238.00  |5,372.00  |5,202.00  |5,342.00  |5,292.00  |120.00   |70.00    |4,592     |8,821     |-26       |12,148.78   |
TA201 |5,216.00  |5,228.00  |5,366.00  |5,186.00  |5,330.00  |5,276.00  |114.00   |60.00    |602,506   |887,738   |29,325    |1,588,966.04|
TA202 |5,178.00  |5,170.00  |5,304.00  |5,150.00  |5,304.00  |5,178.00  |126.00   |0.00     |580       |28,381    |-219      |1,501.51    |
TA203 |5,132.00  |5,120.00  |5,268.00  |5,108.00  |5,238.00  |5,146.00  |106.00   |14.00    |3,187     |38,724    |2,229     |8,199.25    |
TA204 |5,118.00  |5,158.00  |5,252.00  |5,146.00  |5,252.00  |5,204.00  |134.00   |86.00    |7         |6,165     |0         |18.21       |
TA205 |5,104.00  |5,110.00  |5,232.00  |5,084.00  |5,212.00  |5,160.00  |108.00   |56.00    |12,699    |94,442    |-65       |32,756.19   |
TA206 |5,096.00  |5,116.00  |5,216.00  |5,100.00  |5,216.00  |5,170.00  |120.00   |74.00    |145       |667       |-107      |374.81      |
TA207 |5,092.00  |5,114.00  |5,226.00  |5,088.00  |5,226.00  |5,152.00  |134.00   |60.00    |38        |77        |-9        |97.88       |
小计    |          |          |          |          |          |          |         |         |2,479,006 |2,632,479 |52,619    |6,675,449.63|
总计    |          |          |          |          |          |          |         |         |2,479,006 |2,632,479 |52,619    |6,675,449.63|
