					郑州商品交易所期货每日行情表(2021-08-19)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA109 |5,130.00  |5,082.00  |5,098.00  |4,900.00  |4,956.00  |4,990.00  |-174.00  |-140.00  |135,359   |180,333   |-17,595   |337,706.64  |
TA110 |5,148.00  |5,116.00  |5,126.00  |4,906.00  |4,982.00  |4,998.00  |-166.00  |-150.00  |142,703   |249,651   |1,487     |356,593.77  |
TA111 |5,140.00  |5,116.00  |5,118.00  |4,902.00  |4,972.00  |5,004.00  |-168.00  |-136.00  |124,684   |316,146   |-5,600    |311,948.49  |
TA112 |5,142.00  |5,110.00  |5,112.00  |4,912.00  |4,966.00  |5,012.00  |-176.00  |-130.00  |18,749    |9,227     |-1,554    |46,978.68   |
TA201 |5,130.00  |5,092.00  |5,110.00  |4,908.00  |4,976.00  |5,002.00  |-154.00  |-128.00  |2,293,964 |1,584,862 |-40,514   |5,737,771.41|
TA202 |5,086.00  |5,034.00  |5,066.00  |4,898.00  |4,926.00  |5,028.00  |-160.00  |-58.00   |2,213     |28,404    |-2,035    |5,561.89    |
TA203 |5,042.00  |4,992.00  |5,038.00  |4,880.00  |4,914.00  |4,954.00  |-128.00  |-88.00   |6,959     |48,930    |-2,036    |17,234.98   |
TA204 |5,068.00  |5,042.00  |5,042.00  |4,906.00  |4,906.00  |4,998.00  |-162.00  |-70.00   |354       |8,558     |131       |884.44      |
TA205 |5,054.00  |5,028.00  |5,048.00  |4,904.00  |4,932.00  |4,968.00  |-122.00  |-86.00   |50,744    |158,061   |-2,223    |126,051.84  |
TA206 |5,048.00  |5,038.00  |5,038.00  |4,894.00  |4,920.00  |4,946.00  |-128.00  |-102.00  |185       |1,550     |-24       |457.42      |
TA207 |5,022.00  |5,024.00  |5,028.00  |4,896.00  |4,920.00  |4,932.00  |-102.00  |-90.00   |130       |897       |90        |320.49      |
TA208 |5,040.00  |5,070.00  |5,070.00  |4,906.00  |4,980.00  |4,966.00  |-60.00   |-74.00   |16        |7         |7         |39.72       |
小计    |          |          |          |          |          |          |         |         |2,776,060 |2,586,626 |-69,866   |6,941,549.77|
总计    |          |          |          |          |          |          |         |         |2,776,060 |2,586,626 |-69,866   |6,941,549.77|
