					郑州商品交易所期货每日行情表(2021-07-27)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA108 |5,372.00  |5,388.00  |5,470.00  |5,370.00  |5,370.00  |5,422.00  |-2.00    |50.00    |164       |8,353     |-113      |444.59      |
TA109 |5,344.00  |5,344.00  |5,486.00  |5,332.00  |5,360.00  |5,410.00  |16.00    |66.00    |2,107,778 |1,152,300 |-21,994   |5,699,663.57|
TA110 |5,280.00  |5,284.00  |5,384.00  |5,226.00  |5,238.00  |5,312.00  |-42.00   |32.00    |75,475    |234,688   |4,672     |200,450.34  |
TA111 |5,252.00  |5,250.00  |5,334.00  |5,204.00  |5,212.00  |5,286.00  |-40.00   |34.00    |59,432    |166,499   |5,577     |157,038.50  |
TA112 |5,238.00  |5,236.00  |5,306.00  |5,168.00  |5,188.00  |5,254.00  |-50.00   |16.00    |4,383     |8,843     |-179      |11,511.45   |
TA201 |5,226.00  |5,226.00  |5,300.00  |5,162.00  |5,178.00  |5,242.00  |-48.00   |16.00    |530,244   |837,611   |-18,718   |1,389,598.22|
TA202 |5,186.00  |5,178.00  |5,250.00  |5,126.00  |5,138.00  |5,204.00  |-48.00   |18.00    |3,932     |28,627    |-3,794    |10,230.71   |
TA203 |5,146.00  |5,148.00  |5,200.00  |5,080.00  |5,098.00  |5,164.00  |-48.00   |18.00    |5,687     |34,729    |-5,211    |14,681.51   |
TA204 |5,134.00  |5,126.00  |5,182.00  |5,088.00  |5,088.00  |5,150.00  |-46.00   |16.00    |1,036     |6,165     |-1,000    |2,667.63    |
TA205 |5,122.00  |5,130.00  |5,190.00  |5,060.00  |5,088.00  |5,138.00  |-34.00   |16.00    |21,241    |94,626    |1,212     |54,565.29   |
TA206 |5,100.00  |5,106.00  |5,178.00  |5,060.00  |5,080.00  |5,138.00  |-20.00   |38.00    |840       |764       |-794      |2,157.73    |
TA207 |5,112.00  |5,114.00  |5,138.00  |5,088.00  |5,104.00  |5,122.00  |-8.00    |10.00    |19        |78        |12        |48.66       |
小计    |          |          |          |          |          |          |         |         |2,810,231 |2,573,283 |-40,330   |7,543,058.20|
总计    |          |          |          |          |          |          |         |         |2,810,231 |2,573,283 |-40,330   |7,543,058.20|
