					郑州商品交易所期货每日行情表(2021-08-11)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA108 |5,320.00  |5,308.00  |5,308.00  |5,278.00  |5,286.00  |5,292.00  |-34.00   |-28.00   |227       |7,543     |100       |600.47      |5,374.00      
TA109 |5,284.00  |5,320.00  |5,350.00  |5,240.00  |5,296.00  |5,308.00  |12.00    |24.00    |305,259   |336,672   |-31,144   |809,763.48  |
TA110 |5,326.00  |5,344.00  |5,396.00  |5,274.00  |5,340.00  |5,346.00  |14.00    |20.00    |143,839   |273,290   |13,424    |384,380.47  |
TA111 |5,308.00  |5,340.00  |5,380.00  |5,258.00  |5,328.00  |5,328.00  |20.00    |20.00    |83,766    |300,479   |14,313    |223,158.39  |
TA112 |5,280.00  |5,290.00  |5,352.00  |5,236.00  |5,294.00  |5,304.00  |14.00    |24.00    |10,528    |9,083     |-412      |27,915.80   |
TA201 |5,274.00  |5,290.00  |5,344.00  |5,228.00  |5,282.00  |5,292.00  |8.00     |18.00    |1,927,362 |1,503,913 |29,817    |5,100,091.61|
TA202 |5,222.00  |5,246.00  |5,258.00  |5,190.00  |5,232.00  |5,220.00  |10.00    |-2.00    |26        |30,458    |-4        |67.85       |
TA203 |5,168.00  |5,204.00  |5,234.00  |5,118.00  |5,170.00  |5,180.00  |2.00     |12.00    |1,322     |48,212    |606       |3,423.12    |
TA204 |5,148.00  |5,188.00  |5,220.00  |5,128.00  |5,128.00  |5,184.00  |-20.00   |36.00    |8         |8,280     |7         |20.73       |
TA205 |5,166.00  |5,186.00  |5,228.00  |5,110.00  |5,158.00  |5,174.00  |-8.00    |8.00     |29,465    |137,292   |5,399     |76,223.32   |
TA206 |5,168.00  |5,188.00  |5,196.00  |5,106.00  |5,158.00  |5,150.00  |-10.00   |-18.00   |23        |1,537     |12        |59.23       |
TA207 |5,182.00  |5,190.00  |5,192.00  |5,102.00  |5,148.00  |5,150.00  |-34.00   |-32.00   |15        |792       |7         |38.63       |
小计    |          |          |          |          |          |          |         |         |2,501,840 |2,657,551 |32,125    |6,625,743.11|
总计    |          |          |          |          |          |          |         |         |2,501,840 |2,657,551 |32,125    |6,625,743.11|
