					郑州商品交易所期货每日行情表(2021-08-31)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA109 |4,928.00  |4,914.00  |4,914.00  |4,798.00  |4,806.00  |4,852.00  |-122.00  |-76.00   |21,731    |51,326    |-9,553    |52,892.68   |
TA110 |4,984.00  |4,970.00  |4,986.00  |4,858.00  |4,902.00  |4,942.00  |-82.00   |-42.00   |140,333   |233,229   |-18,352   |346,844.08  |
TA111 |4,996.00  |4,976.00  |5,000.00  |4,874.00  |4,916.00  |4,956.00  |-80.00   |-40.00   |75,758    |399,752   |1,735     |187,673.01  |
TA112 |5,006.00  |4,984.00  |5,008.00  |4,880.00  |4,924.00  |4,958.00  |-82.00   |-48.00   |32,567    |42,122    |16,196    |80,715.91   |
TA201 |5,014.00  |4,996.00  |5,018.00  |4,886.00  |4,930.00  |4,968.00  |-84.00   |-46.00   |1,633,661 |1,619,889 |32,586    |4,056,811.04|
TA202 |4,976.00  |4,958.00  |4,982.00  |4,888.00  |4,912.00  |4,932.00  |-64.00   |-44.00   |59        |28,341    |6         |145.46      |
TA203 |4,950.00  |4,946.00  |4,958.00  |4,858.00  |4,890.00  |4,906.00  |-60.00   |-44.00   |917       |46,865    |87        |2,248.97    |
TA204 |4,978.00  |4,950.00  |4,950.00  |4,912.00  |4,938.00  |4,930.00  |-40.00   |-48.00   |17        |8,529     |0         |41.91       |
TA205 |4,974.00  |4,956.00  |4,976.00  |4,866.00  |4,910.00  |4,928.00  |-64.00   |-46.00   |30,947    |164,312   |3,702     |76,248.62   |
TA206 |4,944.00  |4,962.00  |4,962.00  |4,892.00  |4,916.00  |4,928.00  |-28.00   |-16.00   |473       |1,901     |403       |1,165.48    |
TA207 |4,972.00  |4,972.00  |4,974.00  |4,900.00  |4,926.00  |4,936.00  |-46.00   |-36.00   |25        |990       |7         |61.70       |
TA208 |4,982.00  |0.00      |0.00      |0.00      |0.00      |4,960.00  |-22.00   |-22.00   |0         |37        |0         |0.00        |
小计    |          |          |          |          |          |          |         |         |1,936,488 |2,597,293 |26,817    |4,804,848.85|
总计    |          |          |          |          |          |          |         |         |1,936,488 |2,597,293 |26,817    |4,804,848.85|
