					郑州商品交易所期货每日行情表(2021-07-23)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA108 |5,304.00  |5,386.00  |5,440.00  |5,274.00  |5,358.00  |5,378.00  |54.00    |74.00    |3,445     |8,471     |-2,108    |9,275.10    |
TA109 |5,300.00  |5,380.00  |5,426.00  |5,292.00  |5,358.00  |5,362.00  |58.00    |62.00    |2,098,404 |1,216,959 |-81,552   |5,618,361.27|
TA110 |5,252.00  |5,300.00  |5,328.00  |5,224.00  |5,280.00  |5,268.00  |28.00    |16.00    |110,777   |219,547   |3,938     |291,809.06  |
TA111 |5,238.00  |5,280.00  |5,312.00  |5,216.00  |5,262.00  |5,258.00  |24.00    |20.00    |47,108    |157,361   |5,033     |123,834.51  |
TA112 |5,214.00  |5,258.00  |5,268.00  |5,192.00  |5,242.00  |5,224.00  |28.00    |10.00    |8,803     |8,917     |-1,818    |22,992.97   |
TA201 |5,182.00  |5,240.00  |5,266.00  |5,174.00  |5,238.00  |5,216.00  |56.00    |34.00    |456,370   |827,871   |16,873    |1,191,059.94|
TA202 |5,160.00  |5,174.00  |5,204.00  |5,120.00  |5,164.00  |5,164.00  |4.00     |4.00     |426       |32,386    |106       |1,099.88    |
TA203 |5,112.00  |5,060.00  |5,152.00  |5,060.00  |5,120.00  |5,112.00  |8.00     |0.00     |3,732     |39,780    |1,829     |9,538.19    |
TA204 |5,074.00  |5,110.00  |5,126.00  |5,064.00  |5,122.00  |5,104.00  |48.00    |30.00    |61        |7,154     |19        |155.63      |
TA205 |5,042.00  |5,086.00  |5,128.00  |5,030.00  |5,118.00  |5,088.00  |76.00    |46.00    |28,225    |92,638    |-1,733    |71,786.98   |
TA206 |5,074.00  |5,090.00  |5,112.00  |5,040.00  |5,110.00  |5,088.00  |36.00    |14.00    |130       |1,581     |37        |330.75      |
TA207 |5,056.00  |5,074.00  |5,086.00  |5,040.00  |5,080.00  |5,074.00  |24.00    |18.00    |15        |73        |-6        |38.06       |
小计    |          |          |          |          |          |          |         |         |2,757,496 |2,612,738 |-59,382   |7,340,282.33|
总计    |          |          |          |          |          |          |         |         |2,757,496 |2,612,738 |-59,382   |7,340,282.33|
