					郑州商品交易所期货每日行情表(2022-01-20)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA202 |5,360.00  |5,352.00  |5,384.00  |5,272.00  |5,330.00  |5,308.00  |-30.00   |-52.00   |3,613     |27,879    |-2,715    |9,587.97    |
TA203 |5,368.00  |5,340.00  |5,396.00  |5,276.00  |5,334.00  |5,332.00  |-34.00   |-36.00   |174,127   |395,838   |3,903     |464,244.15  |
TA204 |5,390.00  |5,388.00  |5,416.00  |5,298.00  |5,354.00  |5,356.00  |-36.00   |-34.00   |77,552    |352,715   |8,333     |207,673.98  |
TA205 |5,406.00  |5,408.00  |5,436.00  |5,314.00  |5,372.00  |5,374.00  |-34.00   |-32.00   |1,156,565 |1,229,797 |-8,923    |3,106,925.74|
TA206 |5,416.00  |5,418.00  |5,444.00  |5,326.00  |5,388.00  |5,374.00  |-28.00   |-42.00   |9,505     |49,380    |4,910     |25,533.08   |
TA207 |5,446.00  |5,432.00  |5,450.00  |5,348.00  |5,412.00  |5,402.00  |-34.00   |-44.00   |4,097     |27,791    |3,950     |11,064.37   |
TA208 |5,456.00  |5,440.00  |5,454.00  |5,350.00  |5,410.00  |5,382.00  |-46.00   |-74.00   |418       |15,622    |-301      |1,124.82    |
TA209 |5,444.00  |5,442.00  |5,474.00  |5,360.00  |5,414.00  |5,414.00  |-30.00   |-30.00   |35,953    |123,457   |3,345     |97,330.18   |
TA210 |5,490.00  |5,494.00  |5,516.00  |5,408.00  |5,466.00  |5,458.00  |-24.00   |-32.00   |1,591     |4,652     |1,508     |4,342.17    |
TA211 |5,512.00  |5,504.00  |5,526.00  |5,426.00  |5,492.00  |5,484.00  |-20.00   |-28.00   |70        |2,882     |-19       |191.95      |
TA212 |5,460.00  |5,454.00  |5,456.00  |5,444.00  |5,456.00  |5,452.00  |-4.00    |-8.00    |3         |2,523     |-1        |8.18        |
TA301 |5,452.00  |5,500.00  |5,514.00  |5,424.00  |5,476.00  |5,470.00  |24.00    |18.00    |251       |6,191     |89        |686.42      |
小计    |          |          |          |          |          |          |         |         |1,463,745 |2,238,727 |14,079    |3,928,712.99|
总计    |          |          |          |          |          |          |         |         |1,463,745 |2,238,727 |14,079    |3,928,712.99|
