					郑州商品交易所期货每日行情表(2021-07-16)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA108 |5,106.00  |5,050.00  |5,134.00  |5,032.00  |5,102.00  |5,086.00  |-4.00    |-20.00   |4,582     |8,023     |-2,575    |11,649.37   |
TA109 |5,092.00  |5,080.00  |5,144.00  |5,040.00  |5,104.00  |5,098.00  |12.00    |6.00     |1,839,674 |1,322,091 |-888      |4,688,584.40|
TA110 |5,122.00  |5,092.00  |5,140.00  |5,052.00  |5,116.00  |5,106.00  |-6.00    |-16.00   |57,685    |205,459   |-501      |147,234.43  |
TA111 |5,120.00  |5,090.00  |5,124.00  |5,050.00  |5,104.00  |5,092.00  |-16.00   |-28.00   |43,935    |138,143   |2,296     |111,833.40  |
TA112 |5,084.00  |5,096.00  |5,124.00  |5,054.00  |5,100.00  |5,098.00  |16.00    |14.00    |2,426     |10,032    |-18       |6,182.65    |
TA201 |5,088.00  |5,080.00  |5,114.00  |5,044.00  |5,076.00  |5,082.00  |-12.00   |-6.00    |274,634   |666,589   |-19,230   |697,692.90  |
TA202 |5,076.00  |5,056.00  |5,090.00  |5,050.00  |5,058.00  |5,060.00  |-18.00   |-16.00   |388       |32,451    |-43       |981.50      |
TA203 |5,070.00  |5,052.00  |5,094.00  |5,042.00  |5,054.00  |5,062.00  |-16.00   |-8.00    |573       |30,768    |-1        |1,450.09    |
TA204 |5,060.00  |5,054.00  |5,078.00  |5,034.00  |5,034.00  |5,058.00  |-26.00   |-2.00    |21        |7,132     |3         |53.10       |
TA205 |5,056.00  |5,052.00  |5,074.00  |5,014.00  |5,030.00  |5,044.00  |-26.00   |-12.00   |26,563    |55,807    |2,989     |66,989.96   |
TA206 |5,072.00  |5,062.00  |5,080.00  |5,042.00  |5,054.00  |5,058.00  |-18.00   |-14.00   |118       |1,185     |103       |298.38      |
TA207 |5,084.00  |5,062.00  |5,062.00  |5,050.00  |5,056.00  |5,054.00  |-28.00   |-30.00   |8         |8         |8         |20.21       |
小计    |          |          |          |          |          |          |         |         |2,250,607 |2,477,688 |-17,857   |5,732,970.38|
总计    |          |          |          |          |          |          |         |         |2,250,607 |2,477,688 |-17,857   |5,732,970.38|
