					郑州商品交易所期货每日行情表(2021-12-30)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA201 |4,880.00  |4,878.00  |4,936.00  |4,842.00  |4,934.00  |4,894.00  |54.00    |14.00    |57,175    |73,875    |-10,602   |139,910.14  |
TA202 |4,900.00  |4,892.00  |4,958.00  |4,864.00  |4,952.00  |4,914.00  |52.00    |14.00    |72,012    |227,070   |-648      |176,909.29  |
TA203 |4,912.00  |4,910.00  |4,972.00  |4,876.00  |4,968.00  |4,928.00  |56.00    |16.00    |166,866   |422,929   |-3,294    |411,155.99  |
TA204 |4,934.00  |4,918.00  |4,986.00  |4,900.00  |4,980.00  |4,942.00  |46.00    |8.00     |13,602    |32,858    |1,185     |33,613.59   |
TA205 |4,956.00  |4,940.00  |5,006.00  |4,916.00  |5,000.00  |4,964.00  |44.00    |8.00     |1,204,807 |1,166,853 |27,874    |2,989,812.96|
TA206 |4,966.00  |4,954.00  |5,012.00  |4,928.00  |5,010.00  |4,964.00  |44.00    |-2.00    |52        |2,486     |-6        |129.08      |
TA207 |4,978.00  |4,946.00  |5,048.00  |4,938.00  |5,016.00  |4,984.00  |38.00    |6.00     |1,445     |25,481    |-8        |3,600.99    |
TA208 |5,006.00  |5,064.00  |5,064.00  |4,990.00  |5,018.00  |5,014.00  |12.00    |8.00     |12        |16,169    |-4        |30.08       |
TA209 |5,004.00  |4,990.00  |5,048.00  |4,962.00  |5,042.00  |5,008.00  |38.00    |4.00     |14,896    |53,431    |983       |37,292.83   |
TA210 |5,052.00  |5,052.00  |5,100.00  |5,052.00  |5,100.00  |5,066.00  |48.00    |14.00    |31        |95        |25        |78.53       |
TA211 |5,064.00  |5,072.00  |5,096.00  |5,072.00  |5,096.00  |5,080.00  |32.00    |16.00    |4         |991       |0         |10.16       |
TA212 |5,064.00  |0.00      |0.00      |0.00      |0.00      |5,098.00  |34.00    |34.00    |0         |4         |0         |0.00        |
小计    |          |          |          |          |          |          |         |         |1,530,902 |2,022,242 |15,505    |3,792,543.63|
总计    |          |          |          |          |          |          |         |         |1,530,902 |2,022,242 |15,505    |3,792,543.63|
