					郑州商品交易所期货每日行情表(2021-12-09)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA112 |4,578.00  |4,574.00  |4,708.00  |4,574.00  |4,680.00  |4,674.00  |102.00   |96.00    |3,869     |21,719    |-1,020    |9,039.51    |4,558.00      
TA201 |4,602.00  |4,592.00  |4,724.00  |4,576.00  |4,706.00  |4,650.00  |104.00   |48.00    |811,919   |482,284   |-110,071  |1,887,501.05|
TA202 |4,612.00  |4,588.00  |4,688.00  |4,572.00  |4,678.00  |4,634.00  |66.00    |22.00    |87,036    |255,512   |-4,922    |201,643.13  |
TA203 |4,618.00  |4,608.00  |4,704.00  |4,590.00  |4,698.00  |4,654.00  |80.00    |36.00    |137,130   |394,663   |1,002     |319,110.42  |
TA204 |4,668.00  |4,624.00  |4,724.00  |4,612.00  |4,716.00  |4,668.00  |48.00    |0.00     |8,940     |25,956    |-191      |20,865.26   |
TA205 |4,662.00  |4,646.00  |4,748.00  |4,632.00  |4,740.00  |4,696.00  |78.00    |34.00    |782,853   |816,204   |34,732    |1,838,151.34|
TA206 |4,682.00  |4,680.00  |4,764.00  |4,680.00  |4,756.00  |4,732.00  |74.00    |50.00    |254       |686       |-70       |600.91      |
TA207 |4,704.00  |4,686.00  |4,782.00  |4,686.00  |4,778.00  |4,742.00  |74.00    |38.00    |360       |21,843    |-186      |853.34      |
TA208 |4,712.00  |4,720.00  |4,796.00  |4,720.00  |4,794.00  |4,764.00  |82.00    |52.00    |35        |11,519    |-4        |83.38       |
TA209 |4,734.00  |4,712.00  |4,826.00  |4,704.00  |4,804.00  |4,762.00  |70.00    |28.00    |9,472     |37,582    |-659      |22,551.27   |
TA210 |4,822.00  |4,806.00  |4,874.00  |4,806.00  |4,874.00  |4,828.00  |52.00    |6.00     |11        |61        |-10       |26.55       |
TA211 |4,824.00  |4,890.00  |4,890.00  |4,876.00  |4,886.00  |4,884.00  |62.00    |60.00    |4         |925       |-3        |9.77        |
小计    |          |          |          |          |          |          |         |         |1,841,883 |2,068,954 |-81,402   |4,300,435.92|
总计    |          |          |          |          |          |          |         |         |1,841,883 |2,068,954 |-81,402   |4,300,435.92|
