					郑州商品交易所期货每日行情表(2021-07-09)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA107 |5,012.00  |4,984.00  |5,040.00  |4,964.00  |5,010.00  |5,008.00  |-2.00    |-4.00    |370       |26,245    |-874      |926.39      |5,132.00      
TA108 |4,996.00  |4,958.00  |5,054.00  |4,958.00  |5,020.00  |5,002.00  |24.00    |6.00     |5,897     |13,856    |-577      |14,746.85   |
TA109 |5,004.00  |4,974.00  |5,074.00  |4,970.00  |5,038.00  |5,024.00  |34.00    |20.00    |1,701,144 |1,356,651 |-35,060   |4,272,322.76|
TA110 |5,014.00  |5,002.00  |5,128.00  |5,002.00  |5,100.00  |5,066.00  |86.00    |52.00    |90,536    |216,827   |4,386     |229,336.15  |
TA111 |5,018.00  |5,000.00  |5,120.00  |5,000.00  |5,100.00  |5,050.00  |82.00    |32.00    |57,389    |112,166   |12,591    |144,864.21  |
TA112 |5,014.00  |5,034.00  |5,128.00  |5,018.00  |5,102.00  |5,068.00  |88.00    |54.00    |3,165     |10,132    |-132      |8,020.47    |
TA201 |5,034.00  |5,048.00  |5,142.00  |5,024.00  |5,106.00  |5,080.00  |72.00    |46.00    |316,764   |713,830   |-23,925   |804,527.05  |
TA202 |5,100.00  |5,052.00  |5,144.00  |5,044.00  |5,120.00  |5,096.00  |20.00    |-4.00    |122       |32,443    |-10       |310.86      |
TA203 |5,050.00  |5,088.00  |5,156.00  |5,054.00  |5,148.00  |5,102.00  |98.00    |52.00    |161       |29,630    |56        |410.61      |
TA204 |5,068.00  |5,066.00  |5,140.00  |5,066.00  |5,140.00  |5,116.00  |72.00    |48.00    |14        |7,134     |4         |35.81       |
TA205 |5,074.00  |5,080.00  |5,184.00  |5,076.00  |5,148.00  |5,154.00  |74.00    |80.00    |11,078    |36,923    |4,860     |28,541.41   |
TA206 |5,076.00  |5,142.00  |5,144.00  |5,142.00  |5,142.00  |5,142.00  |66.00    |66.00    |36        |215       |36        |92.56       |
小计    |          |          |          |          |          |          |         |         |2,186,676 |2,556,052 |-38,645   |5,504,135.13|
总计    |          |          |          |          |          |          |         |         |2,186,676 |2,556,052 |-38,645   |5,504,135.13|
