					郑州商品交易所期货每日行情表(2022-01-07)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA201 |5,054.00  |5,100.00  |5,262.00  |5,100.00  |5,250.00  |5,148.00  |196.00   |94.00    |9,308     |30,391    |-6,857    |23,943.54   |4,930.00      
TA202 |5,070.00  |5,112.00  |5,266.00  |5,102.00  |5,264.00  |5,186.00  |194.00   |116.00   |20,869    |124,144   |-3,823    |54,109.56   |
TA203 |5,084.00  |5,128.00  |5,284.00  |5,120.00  |5,282.00  |5,208.00  |198.00   |124.00   |227,640   |434,501   |-8,632    |592,786.98  |
TA204 |5,104.00  |5,140.00  |5,302.00  |5,140.00  |5,302.00  |5,224.00  |198.00   |120.00   |123,440   |149,664   |9,555     |322,373.51  |
TA205 |5,122.00  |5,170.00  |5,320.00  |5,154.00  |5,314.00  |5,240.00  |192.00   |118.00   |1,778,419 |1,213,267 |11,517    |4,658,531.18|
TA206 |5,114.00  |5,146.00  |5,324.00  |5,146.00  |5,322.00  |5,242.00  |208.00   |128.00   |10,908    |21,901    |4,267     |28,592.24   |
TA207 |5,102.00  |5,146.00  |5,326.00  |5,146.00  |5,320.00  |5,268.00  |218.00   |166.00   |1,581     |24,135    |-655      |4,163.37    |
TA208 |5,162.00  |5,200.00  |5,330.00  |5,198.00  |5,330.00  |5,242.00  |168.00   |80.00    |85        |12,179    |30        |222.80      |
TA209 |5,152.00  |5,198.00  |5,354.00  |5,190.00  |5,352.00  |5,280.00  |200.00   |128.00   |54,218    |68,177    |7,596     |143,103.19  |
TA210 |5,182.00  |5,268.00  |5,392.00  |5,268.00  |5,392.00  |5,360.00  |210.00   |178.00   |29        |85        |-12       |77.72       |
TA211 |5,232.00  |5,266.00  |5,404.00  |5,266.00  |5,400.00  |5,306.00  |168.00   |74.00    |134       |958       |-6        |355.46      |
TA212 |5,226.00  |5,292.00  |5,390.00  |5,282.00  |5,390.00  |5,314.00  |164.00   |88.00    |35        |18        |0         |92.97       |
小计    |          |          |          |          |          |          |         |         |2,226,666 |2,079,420 |12,980    |5,828,352.51|
总计    |          |          |          |          |          |          |         |         |2,226,666 |2,079,420 |12,980    |5,828,352.51|
