					郑州商品交易所期货每日行情表(2021-04-15)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA104 |3,954.00  |0.00      |0.00      |0.00      |0.00      |4,272.00  |318.00   |318.00   |244       |0         |-5,115    |521.18      |4,304.00      
TA105 |4,436.00  |4,502.00  |4,606.00  |4,478.00  |4,588.00  |4,540.00  |152.00   |104.00   |222,066   |450,892   |-75,874   |504,019.42  |
TA106 |4,460.00  |4,522.00  |4,638.00  |4,510.00  |4,620.00  |4,568.00  |160.00   |108.00   |137,569   |53,101    |4,112     |314,131.67  |
TA107 |4,490.00  |4,552.00  |4,670.00  |4,542.00  |4,650.00  |4,598.00  |160.00   |108.00   |80,617    |113,433   |8,473     |185,308.61  |
TA108 |4,524.00  |4,566.00  |4,692.00  |4,566.00  |4,678.00  |4,626.00  |154.00   |102.00   |9,818     |6,217     |142       |22,708.09   |
TA109 |4,546.00  |4,600.00  |4,720.00  |4,590.00  |4,704.00  |4,652.00  |158.00   |106.00   |1,527,474 |1,806,883 |86,874    |3,552,697.02|
TA110 |4,650.00  |4,718.00  |4,800.00  |4,708.00  |4,792.00  |4,752.00  |142.00   |102.00   |139       |6,985     |-9        |330.29      |
TA111 |4,658.00  |4,726.00  |4,804.00  |4,710.00  |4,792.00  |4,764.00  |134.00   |106.00   |591       |14,644    |-289      |1,407.77    |
TA112 |4,606.00  |4,734.00  |4,820.00  |4,724.00  |4,812.00  |4,784.00  |206.00   |178.00   |374       |8,882     |-204      |894.42      |
TA201 |4,674.00  |4,726.00  |4,834.00  |4,724.00  |4,814.00  |4,778.00  |140.00   |104.00   |55,485    |224,102   |32,342    |132,522.49  |
TA202 |4,640.00  |4,768.00  |4,862.00  |4,758.00  |4,846.00  |4,816.00  |206.00   |176.00   |227       |19,458    |-28       |546.58      |
TA203 |4,698.00  |4,786.00  |4,884.00  |4,786.00  |4,870.00  |4,858.00  |172.00   |160.00   |801       |10,382    |652       |1,945.23    |
小计    |          |          |          |          |          |          |         |         |2,035,405 |2,714,979 |51,076    |4,717,032.77|
总计    |          |          |          |          |          |          |         |         |2,035,405 |2,714,979 |51,076    |4,717,032.77|
