					郑州商品交易所期货每日行情表(2021-08-10)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA108 |5,258.00  |5,288.00  |5,326.00  |5,288.00  |5,326.00  |5,320.00  |68.00    |62.00    |402       |7,443     |402       |1,069.34    |5,384.00      
TA109 |5,308.00  |5,224.00  |5,344.00  |5,212.00  |5,318.00  |5,284.00  |10.00    |-24.00   |427,370   |367,816   |-65,855   |1,128,999.01|
TA110 |5,340.00  |5,270.00  |5,384.00  |5,246.00  |5,350.00  |5,326.00  |10.00    |-14.00   |109,080   |259,866   |-1,494    |290,468.37  |
TA111 |5,356.00  |5,252.00  |5,370.00  |5,236.00  |5,338.00  |5,308.00  |-18.00   |-48.00   |65,080    |286,166   |13,535    |172,731.84  |
TA112 |5,306.00  |5,232.00  |5,342.00  |5,204.00  |5,300.00  |5,280.00  |-6.00    |-26.00   |10,839    |9,495     |-86       |28,608.52   |
TA201 |5,304.00  |5,220.00  |5,336.00  |5,190.00  |5,294.00  |5,274.00  |-10.00   |-30.00   |2,172,399 |1,474,096 |41,993    |5,727,225.77|
TA202 |5,216.00  |5,222.00  |5,262.00  |5,154.00  |5,260.00  |5,222.00  |44.00    |6.00     |31        |30,462    |-4        |80.95       |
TA203 |5,172.00  |5,122.00  |5,222.00  |5,100.00  |5,186.00  |5,168.00  |14.00    |-4.00    |788       |47,606    |58        |2,035.72    |
TA204 |5,180.00  |5,176.00  |5,202.00  |5,098.00  |5,172.00  |5,148.00  |-8.00    |-32.00   |38        |8,273     |3         |97.79       |
TA205 |5,192.00  |5,122.00  |5,216.00  |5,098.00  |5,184.00  |5,166.00  |-8.00    |-26.00   |24,628    |131,893   |3,081     |63,603.49   |
TA206 |5,164.00  |5,168.00  |5,200.00  |5,096.00  |5,184.00  |5,168.00  |20.00    |4.00     |86        |1,525     |22        |222.18      |
TA207 |5,200.00  |5,168.00  |5,196.00  |5,096.00  |5,184.00  |5,182.00  |-16.00   |-18.00   |224       |785       |178       |580.39      |
小计    |          |          |          |          |          |          |         |         |2,810,965 |2,625,426 |-8,167    |7,415,723.36|
总计    |          |          |          |          |          |          |         |         |2,810,965 |2,625,426 |-8,167    |7,415,723.36|
