					郑州商品交易所期货每日行情表(2021-11-30)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA112 |4,626.00  |4,600.00  |4,604.00  |4,396.00  |4,410.00  |4,512.00  |-216.00  |-114.00  |5,546     |24,595    |3,988     |12,511.81   |
TA201 |4,650.00  |4,632.00  |4,648.00  |4,406.00  |4,420.00  |4,532.00  |-230.00  |-118.00  |1,862,828 |976,818   |40,117    |4,220,814.36|
TA202 |4,672.00  |4,666.00  |4,676.00  |4,434.00  |4,446.00  |4,570.00  |-226.00  |-102.00  |150,970   |340,244   |3,948     |344,970.39  |
TA203 |4,706.00  |4,692.00  |4,704.00  |4,458.00  |4,470.00  |4,600.00  |-236.00  |-106.00  |237,340   |428,729   |1,340     |545,735.81  |
TA204 |4,742.00  |4,720.00  |4,728.00  |4,490.00  |4,498.00  |4,618.00  |-244.00  |-124.00  |15,163    |34,263    |1,505     |35,011.62   |
TA205 |4,760.00  |4,742.00  |4,758.00  |4,516.00  |4,526.00  |4,636.00  |-234.00  |-124.00  |585,948   |566,468   |97,538    |1,358,127.68|
TA206 |4,712.00  |4,730.00  |4,734.00  |4,536.00  |4,538.00  |4,652.00  |-174.00  |-60.00   |84        |2,059     |50        |195.36      |
TA207 |4,756.00  |4,758.00  |4,770.00  |4,552.00  |4,554.00  |4,688.00  |-202.00  |-68.00   |371       |22,628    |-184      |869.68      |
TA208 |4,796.00  |4,770.00  |4,790.00  |4,584.00  |4,584.00  |4,678.00  |-212.00  |-118.00  |79        |8,413     |33        |184.73      |
TA209 |4,826.00  |4,818.00  |4,822.00  |4,588.00  |4,600.00  |4,694.00  |-226.00  |-132.00  |9,324     |23,476    |2,606     |21,885.26   |
TA210 |4,868.00  |4,840.00  |4,868.00  |4,672.00  |4,698.00  |4,766.00  |-170.00  |-102.00  |29        |70        |14        |69.11       |
TA211 |4,902.00  |4,860.00  |4,892.00  |4,712.00  |4,748.00  |4,768.00  |-154.00  |-134.00  |29        |932       |24        |69.13       |
小计    |          |          |          |          |          |          |         |         |2,867,711 |2,428,695 |150,979   |6,540,444.94|
总计    |          |          |          |          |          |          |         |         |2,867,711 |2,428,695 |150,979   |6,540,444.94|
