					郑州商品交易所期货每日行情表(2021-12-08)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA112 |4,586.00  |4,628.00  |4,628.00  |4,566.00  |4,566.00  |4,578.00  |-20.00   |-8.00    |707       |22,739    |-286      |1,618.38    |4,582.00      
TA201 |4,572.00  |4,648.00  |4,654.00  |4,566.00  |4,574.00  |4,602.00  |2.00     |30.00    |823,782   |592,355   |-91,427   |1,895,502.15|
TA202 |4,588.00  |4,652.00  |4,652.00  |4,568.00  |4,572.00  |4,612.00  |-16.00   |24.00    |79,445    |260,434   |-25,472   |183,141.83  |
TA203 |4,606.00  |4,672.00  |4,674.00  |4,588.00  |4,590.00  |4,618.00  |-16.00   |12.00    |131,040   |393,661   |-128      |302,584.84  |
TA204 |4,630.00  |4,696.00  |4,696.00  |4,610.00  |4,616.00  |4,668.00  |-14.00   |38.00    |8,065     |26,147    |-3,764    |18,823.31   |
TA205 |4,650.00  |4,708.00  |4,718.00  |4,632.00  |4,636.00  |4,662.00  |-14.00   |12.00    |673,835   |781,472   |89,714    |1,570,802.50|
TA206 |4,670.00  |4,714.00  |4,734.00  |4,658.00  |4,662.00  |4,682.00  |-8.00    |12.00    |105       |756       |-23       |245.78      |
TA207 |4,690.00  |4,758.00  |4,760.00  |4,676.00  |4,682.00  |4,704.00  |-8.00    |14.00    |248       |22,029    |114       |583.34      |
TA208 |4,714.00  |4,748.00  |4,748.00  |4,700.00  |4,702.00  |4,712.00  |-12.00   |-2.00    |18        |11,523    |4         |42.40       |
TA209 |4,724.00  |4,778.00  |4,792.00  |4,702.00  |4,708.00  |4,734.00  |-16.00   |10.00    |8,430     |38,241    |2,033     |19,952.79   |
TA210 |4,800.00  |4,828.00  |4,834.00  |4,802.00  |4,822.00  |4,822.00  |22.00    |22.00    |18        |71        |1         |43.39       |
TA211 |4,868.00  |4,826.00  |4,848.00  |4,814.00  |4,814.00  |4,824.00  |-54.00   |-44.00   |5         |928       |-4        |12.06       |
小计    |          |          |          |          |          |          |         |         |1,725,698 |2,150,356 |-29,238   |3,993,352.77|
总计    |          |          |          |          |          |          |         |         |1,725,698 |2,150,356 |-29,238   |3,993,352.77|
