					郑州商品交易所期货每日行情表(2021-11-12)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA111 |5,002.00  |4,940.00  |4,968.00  |4,918.00  |4,946.00  |4,950.00  |-56.00   |-52.00   |2,395     |0         |-36,519   |5,927.22    |5,028.00      
TA112 |5,048.00  |4,964.00  |5,000.00  |4,950.00  |4,972.00  |4,972.00  |-76.00   |-76.00   |4,086     |40,595    |-2,880    |10,156.50   |
TA201 |5,064.00  |4,996.00  |5,032.00  |4,970.00  |4,998.00  |5,002.00  |-66.00   |-62.00   |1,073,929 |1,039,233 |-6,214    |2,685,493.03|
TA202 |5,072.00  |5,008.00  |5,056.00  |4,996.00  |5,022.00  |5,028.00  |-50.00   |-44.00   |48,875    |360,263   |5,384     |122,835.78  |
TA203 |5,100.00  |5,026.00  |5,078.00  |5,016.00  |5,040.00  |5,042.00  |-60.00   |-58.00   |92,558    |346,556   |14,098    |233,352.02  |
TA204 |5,116.00  |5,054.00  |5,094.00  |5,040.00  |5,064.00  |5,064.00  |-52.00   |-52.00   |3,816     |21,132    |-14       |9,662.05    |
TA205 |5,152.00  |5,076.00  |5,114.00  |5,054.00  |5,080.00  |5,084.00  |-72.00   |-68.00   |128,771   |267,605   |11,043    |327,337.80  |
TA206 |5,132.00  |5,058.00  |5,142.00  |5,058.00  |5,078.00  |5,090.00  |-54.00   |-42.00   |75        |2,230     |-53       |190.83      |
TA207 |5,164.00  |5,092.00  |5,164.00  |5,078.00  |5,102.00  |5,110.00  |-62.00   |-54.00   |42        |22,650    |15        |107.28      |
TA208 |5,156.00  |5,100.00  |5,118.00  |5,094.00  |5,116.00  |5,114.00  |-40.00   |-42.00   |14        |6,833     |4         |35.79       |
TA209 |5,184.00  |5,130.00  |5,158.00  |5,106.00  |5,130.00  |5,134.00  |-54.00   |-50.00   |1,719     |10,364    |157       |4,411.43    |
TA210 |5,158.00  |0.00      |0.00      |0.00      |0.00      |5,148.00  |-10.00   |-10.00   |0         |11        |0         |0.00        |
小计    |          |          |          |          |          |          |         |         |1,356,280 |2,117,472 |-14,979   |3,399,509.73|
总计    |          |          |          |          |          |          |         |         |1,356,280 |2,117,472 |-14,979   |3,399,509.73|
