					郑州商品交易所期货每日行情表(2021-11-17)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA112 |4,972.00  |4,980.00  |4,984.00  |4,918.00  |4,954.00  |4,950.00  |-18.00   |-22.00   |1,768     |35,056    |-449      |4,375.60    |
TA201 |4,962.00  |5,004.00  |5,014.00  |4,944.00  |4,978.00  |4,978.00  |16.00    |16.00    |942,565   |969,286   |2,444     |2,345,732.13|
TA202 |4,988.00  |5,024.00  |5,036.00  |4,970.00  |5,000.00  |5,000.00  |12.00    |12.00    |57,582    |349,049   |2,801     |143,946.77  |
TA203 |5,018.00  |5,040.00  |5,056.00  |4,990.00  |5,022.00  |5,022.00  |4.00     |4.00     |84,851    |372,054   |2,795     |213,043.26  |
TA204 |5,020.00  |5,068.00  |5,074.00  |5,010.00  |5,042.00  |5,040.00  |22.00    |20.00    |3,205     |21,333    |265       |8,074.45    |
TA205 |5,040.00  |5,082.00  |5,094.00  |5,026.00  |5,058.00  |5,060.00  |18.00    |20.00    |138,550   |288,131   |12,178    |350,529.94  |
TA206 |5,096.00  |5,090.00  |5,090.00  |5,056.00  |5,068.00  |5,072.00  |-28.00   |-24.00   |75        |2,127     |-6        |190.19      |
TA207 |5,046.00  |5,094.00  |5,100.00  |5,050.00  |5,084.00  |5,082.00  |38.00    |36.00    |32        |22,691    |11        |81.29       |
TA208 |5,098.00  |5,106.00  |5,106.00  |5,080.00  |5,092.00  |5,106.00  |-6.00    |8.00     |1,511     |8,326     |1,505     |3,857.52    |
TA209 |5,084.00  |5,140.00  |5,140.00  |5,072.00  |5,102.00  |5,126.00  |18.00    |42.00    |3,181     |12,818    |2,049     |8,152.31    |
TA210 |5,112.00  |5,132.00  |5,132.00  |5,098.00  |5,118.00  |5,116.00  |6.00     |4.00     |8         |21        |5         |20.46       |
TA211 |5,148.00  |0.00      |0.00      |0.00      |0.00      |5,148.00  |0.00     |0.00     |0         |0         |0         |0.00        |
小计    |          |          |          |          |          |          |         |         |1,233,328 |2,080,892 |23,598    |3,078,003.91|
总计    |          |          |          |          |          |          |         |         |1,233,328 |2,080,892 |23,598    |3,078,003.91|
