					郑州商品交易所期货每日行情表(2021-12-29)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA201 |4,836.00  |4,900.00  |4,920.00  |4,850.00  |4,884.00  |4,880.00  |48.00    |44.00    |41,566    |84,477    |-13,231   |101,394.56  |
TA202 |4,860.00  |4,924.00  |4,944.00  |4,872.00  |4,906.00  |4,900.00  |46.00    |40.00    |76,382    |227,718   |-1,268    |187,135.59  |
TA203 |4,858.00  |4,920.00  |4,956.00  |4,886.00  |4,920.00  |4,912.00  |62.00    |54.00    |144,699   |426,223   |5,709     |355,411.49  |
TA204 |4,886.00  |4,958.00  |4,974.00  |4,908.00  |4,938.00  |4,934.00  |52.00    |48.00    |11,382    |31,673    |-197      |28,078.65   |
TA205 |4,910.00  |4,968.00  |4,998.00  |4,926.00  |4,958.00  |4,956.00  |48.00    |46.00    |1,083,808 |1,138,979 |21,036    |2,685,931.51|
TA206 |4,944.00  |4,978.00  |4,998.00  |4,938.00  |4,962.00  |4,966.00  |18.00    |22.00    |43        |2,492     |3         |106.78      |
TA207 |4,956.00  |4,980.00  |5,002.00  |4,956.00  |4,978.00  |4,978.00  |22.00    |22.00    |107       |25,489    |-41       |266.34      |
TA208 |4,962.00  |5,000.00  |5,018.00  |4,964.00  |5,012.00  |5,006.00  |50.00    |44.00    |28        |16,173    |-1        |70.08       |
TA209 |4,958.00  |5,010.00  |5,036.00  |4,972.00  |5,002.00  |5,004.00  |44.00    |46.00    |12,877    |52,448    |53        |32,217.51   |
TA210 |5,034.00  |5,058.00  |5,070.00  |5,028.00  |5,046.00  |5,052.00  |12.00    |18.00    |11        |70        |-5        |27.78       |
TA211 |5,040.00  |5,076.00  |5,096.00  |5,040.00  |5,096.00  |5,064.00  |56.00    |24.00    |118       |991       |64        |298.70      |
TA212 |5,056.00  |5,084.00  |5,084.00  |5,054.00  |5,058.00  |5,064.00  |2.00     |8.00     |6         |4         |2         |15.19       |
小计    |          |          |          |          |          |          |         |         |1,371,027 |2,006,737 |12,124    |3,390,954.18|
总计    |          |          |          |          |          |          |         |         |1,371,027 |2,006,737 |12,124    |3,390,954.18|
