					郑州商品交易所期货每日行情表(2021-12-01)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA112 |4,512.00  |4,422.00  |4,498.00  |4,396.00  |4,474.00  |4,428.00  |-38.00   |-84.00   |1,606     |25,151    |556       |3,556.03    |4,758.00      
TA201 |4,532.00  |4,432.00  |4,520.00  |4,402.00  |4,486.00  |4,460.00  |-46.00   |-72.00   |1,442,444 |907,392   |-69,426   |3,217,444.61|
TA202 |4,570.00  |4,460.00  |4,542.00  |4,428.00  |4,514.00  |4,486.00  |-56.00   |-84.00   |117,022   |322,898   |-17,346   |262,398.53  |
TA203 |4,600.00  |4,488.00  |4,570.00  |4,454.00  |4,538.00  |4,510.00  |-62.00   |-90.00   |172,974   |404,163   |-24,566   |390,092.56  |
TA204 |4,618.00  |4,506.00  |4,596.00  |4,484.00  |4,570.00  |4,550.00  |-48.00   |-68.00   |15,296    |29,386    |-4,877    |34,789.90   |
TA205 |4,636.00  |4,548.00  |4,626.00  |4,510.00  |4,594.00  |4,572.00  |-42.00   |-64.00   |437,775   |592,892   |26,424    |1,000,801.84|
TA206 |4,652.00  |4,558.00  |4,628.00  |4,532.00  |4,614.00  |4,598.00  |-38.00   |-54.00   |1,441     |749       |-1,310    |3,312.16    |
TA207 |4,688.00  |4,584.00  |4,660.00  |4,548.00  |4,634.00  |4,634.00  |-54.00   |-54.00   |1,951     |21,226    |-1,402    |4,520.31    |
TA208 |4,678.00  |4,604.00  |4,668.00  |4,592.00  |4,650.00  |4,652.00  |-28.00   |-26.00   |1,202     |8,631     |218       |2,795.59    |
TA209 |4,694.00  |4,612.00  |4,696.00  |4,588.00  |4,668.00  |4,640.00  |-26.00   |-54.00   |5,730     |23,544    |68        |13,294.46   |
TA210 |4,766.00  |4,686.00  |4,786.00  |4,624.00  |4,750.00  |4,716.00  |-16.00   |-50.00   |20        |69        |-1        |47.15       |
TA211 |4,768.00  |4,716.00  |4,804.00  |4,646.00  |4,768.00  |4,720.00  |0.00     |-48.00   |20        |935       |3         |47.20       |
小计    |          |          |          |          |          |          |         |         |2,197,481 |2,337,036 |-91,659   |4,933,100.34|
总计    |          |          |          |          |          |          |         |         |2,197,481 |2,337,036 |-91,659   |4,933,100.34|
