					郑州商品交易所期货每日行情表(2021-08-20)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA109 |4,990.00  |4,950.00  |4,972.00  |4,884.00  |4,912.00  |4,928.00  |-78.00   |-62.00   |142,848   |143,947   |-36,386   |351,971.61  |
TA110 |4,998.00  |4,980.00  |4,992.00  |4,900.00  |4,968.00  |4,958.00  |-30.00   |-40.00   |230,147   |253,383   |3,732     |570,512.21  |
TA111 |5,004.00  |4,974.00  |4,986.00  |4,900.00  |4,958.00  |4,958.00  |-46.00   |-46.00   |70,728    |320,787   |4,641     |175,335.68  |
TA112 |5,012.00  |4,942.00  |4,990.00  |4,904.00  |4,956.00  |4,960.00  |-56.00   |-52.00   |11,267    |10,122    |895       |27,940.99   |
TA201 |5,002.00  |4,970.00  |4,998.00  |4,906.00  |4,962.00  |4,962.00  |-40.00   |-40.00   |1,896,700 |1,597,399 |12,537    |4,705,909.97|
TA202 |5,028.00  |4,938.00  |4,962.00  |4,892.00  |4,942.00  |4,946.00  |-86.00   |-82.00   |203       |28,387    |-17       |501.95      |
TA203 |4,954.00  |4,900.00  |4,950.00  |4,866.00  |4,908.00  |4,924.00  |-46.00   |-30.00   |3,630     |47,135    |-1,795    |8,937.35    |
TA204 |4,998.00  |4,930.00  |5,000.00  |4,884.00  |4,928.00  |4,934.00  |-70.00   |-64.00   |102       |8,527     |-31       |251.65      |
TA205 |4,968.00  |4,922.00  |4,960.00  |4,884.00  |4,924.00  |4,930.00  |-44.00   |-38.00   |27,475    |158,457   |396       |67,726.24   |
TA206 |4,946.00  |4,922.00  |4,990.00  |4,882.00  |4,922.00  |4,914.00  |-24.00   |-32.00   |53        |1,571     |21        |130.19      |
TA207 |4,932.00  |4,934.00  |4,950.00  |4,854.00  |4,924.00  |4,898.00  |-8.00    |-34.00   |56        |939       |42        |137.12      |
TA208 |4,966.00  |4,864.00  |4,988.00  |4,864.00  |4,956.00  |4,936.00  |-10.00   |-30.00   |4         |7         |0         |9.87        |
小计    |          |          |          |          |          |          |         |         |2,383,213 |2,570,661 |-15,965   |5,909,364.81|
总计    |          |          |          |          |          |          |         |         |2,383,213 |2,570,661 |-15,965   |5,909,364.81|
