					郑州商品交易所期货每日行情表(2021-07-15)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA108 |5,152.00  |5,190.00  |5,202.00  |4,992.00  |5,066.00  |5,106.00  |-86.00   |-46.00   |3,861     |10,598    |-569      |9,855.09    |
TA109 |5,180.00  |5,216.00  |5,234.00  |5,002.00  |5,078.00  |5,092.00  |-102.00  |-88.00   |2,152,021 |1,322,979 |-22,744   |5,478,746.04|
TA110 |5,182.00  |5,218.00  |5,226.00  |5,016.00  |5,094.00  |5,122.00  |-88.00   |-60.00   |59,987    |205,960   |-2,862    |153,625.52  |
TA111 |5,168.00  |5,204.00  |5,218.00  |5,014.00  |5,090.00  |5,120.00  |-78.00   |-48.00   |50,775    |135,847   |-2,839    |129,947.72  |
TA112 |5,170.00  |5,210.00  |5,210.00  |5,016.00  |5,090.00  |5,084.00  |-80.00   |-86.00   |3,172     |10,050    |-100      |8,063.77    |
TA201 |5,166.00  |5,202.00  |5,208.00  |5,012.00  |5,082.00  |5,088.00  |-84.00   |-78.00   |325,389   |685,819   |-3,522    |829,159.70  |
TA202 |5,146.00  |5,172.00  |5,246.00  |5,000.00  |5,066.00  |5,076.00  |-80.00   |-70.00   |1,336     |32,494    |91        |3,390.91    |
TA203 |5,152.00  |5,118.00  |5,236.00  |5,002.00  |5,064.00  |5,070.00  |-88.00   |-82.00   |316       |30,769    |73        |800.98      |
TA204 |5,138.00  |5,138.00  |5,140.00  |5,010.00  |5,040.00  |5,060.00  |-98.00   |-78.00   |37        |7,129     |-2        |93.62       |
TA205 |5,134.00  |5,154.00  |5,160.00  |5,000.00  |5,058.00  |5,056.00  |-76.00   |-78.00   |12,094    |52,818    |4,067     |30,570.09   |
TA206 |5,140.00  |5,154.00  |5,154.00  |5,026.00  |5,050.00  |5,072.00  |-90.00   |-68.00   |97        |1,082     |54        |245.98      |
TA207 |5,140.00  |0.00      |0.00      |0.00      |0.00      |5,084.00  |-56.00   |-56.00   |0         |0         |0         |0.00        |
小计    |          |          |          |          |          |          |         |         |2,609,085 |2,495,545 |-28,353   |6,644,499.42|
总计    |          |          |          |          |          |          |         |         |2,609,085 |2,495,545 |-28,353   |6,644,499.42|
