					郑州商品交易所期货每日行情表(2021-07-21)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA108 |5,032.00  |4,964.00  |5,228.00  |4,964.00  |5,206.00  |5,080.00  |174.00   |48.00    |2,268     |10,517    |1,415     |5,760.48    |
TA109 |4,986.00  |4,932.00  |5,212.00  |4,928.00  |5,190.00  |5,076.00  |204.00   |90.00    |2,528,163 |1,287,598 |-16,223   |6,415,778.56|
TA110 |4,996.00  |4,966.00  |5,174.00  |4,954.00  |5,154.00  |5,036.00  |158.00   |40.00    |55,496    |205,794   |4,535     |139,733.79  |
TA111 |4,986.00  |4,940.00  |5,142.00  |4,932.00  |5,136.00  |5,016.00  |150.00   |30.00    |33,657    |149,592   |1,198     |84,419.51   |
TA112 |4,980.00  |4,928.00  |5,094.00  |4,922.00  |5,088.00  |5,020.00  |108.00   |40.00    |2,961     |10,182    |245       |7,430.04    |
TA201 |4,954.00  |4,908.00  |5,078.00  |4,898.00  |5,054.00  |4,988.00  |100.00   |34.00    |312,950   |742,738   |5,996     |780,298.75  |
TA202 |4,942.00  |4,896.00  |5,044.00  |4,896.00  |5,014.00  |4,994.00  |72.00    |52.00    |169       |32,168    |-20       |421.96      |
TA203 |4,920.00  |4,914.00  |5,018.00  |4,882.00  |4,986.00  |4,948.00  |66.00    |28.00    |598       |30,919    |37        |1,479.53    |
TA204 |4,952.00  |4,906.00  |4,972.00  |4,896.00  |4,948.00  |4,944.00  |-4.00    |-8.00    |103       |7,196     |41        |254.64      |
TA205 |4,910.00  |4,860.00  |4,926.00  |4,842.00  |4,914.00  |4,902.00  |4.00     |-8.00    |36,045    |81,170    |14,076    |88,321.80   |
TA206 |4,954.00  |4,896.00  |4,930.00  |4,880.00  |4,918.00  |4,918.00  |-36.00   |-36.00   |116       |1,263     |73        |285.25      |
TA207 |4,934.00  |4,916.00  |4,940.00  |4,898.00  |4,902.00  |4,920.00  |-32.00   |-14.00   |44        |49        |23        |108.22      |
小计    |          |          |          |          |          |          |         |         |2,972,570 |2,559,186 |11,396    |7,524,292.53|
总计    |          |          |          |          |          |          |         |         |2,972,570 |2,559,186 |11,396    |7,524,292.53|
