					郑州商品交易所期货每日行情表(2021-05-07)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA105 |4,822.00  |4,800.00  |4,908.00  |4,800.00  |4,832.00  |4,840.00  |10.00    |18.00    |20,041    |83,731    |-17,985   |48,490.42   |4,674.00      
TA106 |4,852.00  |4,850.00  |4,940.00  |4,830.00  |4,854.00  |4,872.00  |2.00     |20.00    |31,624    |36,559    |18        |77,000.52   |
TA107 |4,880.00  |4,880.00  |4,970.00  |4,858.00  |4,882.00  |4,898.00  |2.00     |18.00    |247,917   |148,262   |2,576     |607,177.34  |
TA108 |4,892.00  |4,896.00  |4,982.00  |4,874.00  |4,900.00  |4,914.00  |8.00     |22.00    |25,062    |11,000    |3,179     |61,563.16   |
TA109 |4,904.00  |4,906.00  |4,988.00  |4,876.00  |4,904.00  |4,920.00  |0.00     |16.00    |1,854,394 |1,856,540 |49,516    |4,561,237.81|
TA110 |4,954.00  |4,920.00  |5,018.00  |4,868.00  |4,944.00  |4,946.00  |-10.00   |-8.00    |2,467     |6,923     |75        |6,101.33    |
TA111 |4,932.00  |4,868.00  |5,000.00  |4,868.00  |4,932.00  |4,930.00  |0.00     |-2.00    |83        |13,107    |-2        |204.55      |
TA112 |4,936.00  |4,900.00  |4,982.00  |4,900.00  |4,968.00  |4,916.00  |32.00    |-20.00   |5,361     |19,375    |5,275     |13,173.96   |
TA201 |4,946.00  |4,944.00  |5,028.00  |4,930.00  |4,960.00  |4,970.00  |14.00    |24.00    |177,533   |369,199   |15,065    |441,192.93  |
TA202 |4,960.00  |4,952.00  |5,042.00  |4,952.00  |4,978.00  |5,010.00  |18.00    |50.00    |1,587     |27,461    |1,505     |3,975.22    |
TA203 |4,990.00  |4,978.00  |5,058.00  |4,978.00  |5,002.00  |5,010.00  |12.00    |20.00    |677       |20,053    |465       |1,695.96    |
TA204 |5,008.00  |5,030.00  |5,096.00  |5,010.00  |5,010.00  |5,036.00  |2.00     |28.00    |476       |4,487     |464       |1,198.31    |
小计    |          |          |          |          |          |          |         |         |2,367,222 |2,596,697 |60,151    |5,823,011.50|
总计    |          |          |          |          |          |          |         |         |2,367,222 |2,596,697 |60,151    |5,823,011.50|
