					郑州商品交易所期货每日行情表(2021-12-23)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA201 |4,700.00  |4,702.00  |4,792.00  |4,700.00  |4,754.00  |4,740.00  |54.00    |40.00    |65,677    |134,947   |-11,915   |155,644.33  |
TA202 |4,700.00  |4,722.00  |4,806.00  |4,706.00  |4,770.00  |4,754.00  |70.00    |54.00    |64,982    |238,118   |-1,842    |154,459.66  |
TA203 |4,722.00  |4,736.00  |4,822.00  |4,724.00  |4,786.00  |4,770.00  |64.00    |48.00    |145,325   |432,355   |8,283     |346,607.84  |
TA204 |4,752.00  |4,774.00  |4,844.00  |4,750.00  |4,810.00  |4,798.00  |58.00    |46.00    |11,688    |30,629    |-898      |28,032.79   |
TA205 |4,764.00  |4,784.00  |4,870.00  |4,772.00  |4,832.00  |4,816.00  |68.00    |52.00    |1,050,074 |1,087,486 |10,596    |2,528,088.61|
TA206 |4,776.00  |4,802.00  |4,850.00  |4,792.00  |4,846.00  |4,830.00  |70.00    |54.00    |25        |2,596     |3         |60.37       |
TA207 |4,804.00  |4,826.00  |4,874.00  |4,806.00  |4,862.00  |4,836.00  |58.00    |32.00    |67        |25,983    |-21       |161.99      |
TA208 |4,796.00  |4,842.00  |4,880.00  |4,842.00  |4,866.00  |4,868.00  |70.00    |72.00    |210       |16,171    |203       |511.00      |
TA209 |4,806.00  |4,830.00  |4,914.00  |4,816.00  |4,882.00  |4,862.00  |76.00    |56.00    |12,843    |51,806    |154       |31,217.23   |
TA210 |4,858.00  |4,908.00  |4,972.00  |4,908.00  |4,948.00  |4,940.00  |90.00    |82.00    |26        |92        |13        |64.23       |
TA211 |4,874.00  |4,896.00  |4,980.00  |4,896.00  |4,958.00  |4,958.00  |84.00    |84.00    |11        |933       |2         |27.26       |
TA212 |4,862.00  |4,894.00  |4,976.00  |4,894.00  |4,956.00  |4,950.00  |94.00    |88.00    |4         |3         |2         |9.90        |
小计    |          |          |          |          |          |          |         |         |1,350,932 |2,021,119 |4,580     |3,244,885.19|
总计    |          |          |          |          |          |          |         |         |1,350,932 |2,021,119 |4,580     |3,244,885.19|
