					郑州商品交易所期货每日行情表(2022-01-14)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA201 |5,216.00  |5,216.00  |5,338.00  |5,198.00  |5,312.00  |5,240.00  |96.00    |24.00    |2,477     |18,946    |-1,832    |6,440.07    |5,110.00      
TA202 |5,218.00  |5,198.00  |5,368.00  |5,198.00  |5,338.00  |5,274.00  |120.00   |56.00    |17,966    |41,667    |-12,502   |47,362.91   |
TA203 |5,238.00  |5,216.00  |5,372.00  |5,214.00  |5,348.00  |5,306.00  |110.00   |68.00    |198,552   |402,586   |-9,459    |526,685.79  |
TA204 |5,256.00  |5,236.00  |5,392.00  |5,230.00  |5,368.00  |5,320.00  |112.00   |64.00    |136,447   |292,197   |20,817    |362,911.44  |
TA205 |5,276.00  |5,256.00  |5,410.00  |5,248.00  |5,386.00  |5,340.00  |110.00   |64.00    |1,654,218 |1,283,909 |42,685    |4,416,272.80|
TA206 |5,268.00  |5,264.00  |5,416.00  |5,258.00  |5,390.00  |5,334.00  |122.00   |66.00    |10,969    |36,988    |2,384     |29,249.95   |
TA207 |5,260.00  |5,280.00  |5,422.00  |5,280.00  |5,396.00  |5,376.00  |136.00   |116.00   |3,757     |23,170    |-1,313    |10,099.58   |
TA208 |5,258.00  |5,296.00  |5,426.00  |5,288.00  |5,400.00  |5,402.00  |142.00   |144.00   |879       |15,902    |-12       |2,374.23    |
TA209 |5,312.00  |5,298.00  |5,442.00  |5,298.00  |5,416.00  |5,386.00  |104.00   |74.00    |44,927    |98,316    |9,284     |120,980.85  |
TA210 |5,390.00  |5,376.00  |5,514.00  |5,348.00  |5,458.00  |5,444.00  |68.00    |54.00    |3,079     |3,110     |3,010     |8,380.78    |
TA211 |5,392.00  |5,390.00  |5,528.00  |5,390.00  |5,496.00  |5,476.00  |104.00   |84.00    |2,062     |2,894     |2,011     |5,645.37    |
TA212 |5,390.00  |5,462.00  |5,462.00  |5,460.00  |5,460.00  |5,462.00  |70.00    |72.00    |3         |19        |3         |8.19        |
小计    |          |          |          |          |          |          |         |         |2,075,336 |2,219,704 |55,076    |5,536,411.95|
总计    |          |          |          |          |          |          |         |         |2,075,336 |2,219,704 |55,076    |5,536,411.95|
