					郑州商品交易所期货每日行情表(2021-09-09)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA109 |4,656.00  |4,630.00  |4,696.00  |4,630.00  |4,658.00  |4,666.00  |2.00     |10.00    |12,740    |38,732    |274       |29,724.06   |4,792.00      
TA110 |4,764.00  |4,748.00  |4,786.00  |4,722.00  |4,750.00  |4,748.00  |-14.00   |-16.00   |16,750    |148,171   |-7,723    |39,756.78   |
TA111 |4,782.00  |4,768.00  |4,806.00  |4,738.00  |4,762.00  |4,770.00  |-20.00   |-12.00   |133,408   |398,584   |-5,183    |318,102.34  |
TA112 |4,802.00  |4,770.00  |4,816.00  |4,750.00  |4,774.00  |4,780.00  |-28.00   |-22.00   |66,398    |182,012   |11,722    |158,685.12  |
TA201 |4,800.00  |4,784.00  |4,826.00  |4,760.00  |4,784.00  |4,792.00  |-16.00   |-8.00    |1,478,210 |1,606,869 |-29,062   |3,541,282.84|
TA202 |4,788.00  |4,788.00  |4,818.00  |4,762.00  |4,778.00  |4,784.00  |-10.00   |-4.00    |1,209     |28,333    |-50       |2,892.23    |
TA203 |4,786.00  |4,780.00  |4,814.00  |4,766.00  |4,784.00  |4,786.00  |-2.00    |0.00     |283       |53,600    |-24       |677.13      |
TA204 |4,830.00  |4,796.00  |4,818.00  |4,784.00  |4,796.00  |4,800.00  |-34.00   |-30.00   |54        |17,325    |-5        |129.57      |
TA205 |4,806.00  |4,800.00  |4,838.00  |4,784.00  |4,804.00  |4,810.00  |-2.00    |4.00     |28,646    |187,943   |6,249     |68,872.40   |
TA206 |4,814.00  |4,808.00  |4,824.00  |4,786.00  |4,786.00  |4,800.00  |-28.00   |-14.00   |81        |9,521     |-10       |194.38      |
TA207 |4,840.00  |4,820.00  |4,832.00  |4,788.00  |4,810.00  |4,804.00  |-30.00   |-36.00   |181       |23,785    |-85       |434.75      |
TA208 |4,848.00  |4,842.00  |4,850.00  |4,806.00  |4,806.00  |4,822.00  |-42.00   |-26.00   |15        |10,086    |10        |36.16       |
小计    |          |          |          |          |          |          |         |         |1,737,975 |2,704,961 |-23,887   |4,160,787.76|
总计    |          |          |          |          |          |          |         |         |1,737,975 |2,704,961 |-23,887   |4,160,787.76|
