					郑州商品交易所期货每日行情表(2021-08-27)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA109 |4,958.00  |4,900.00  |4,976.00  |4,868.00  |4,958.00  |4,924.00  |0.00     |-34.00   |32,893    |71,037    |-13,760   |80,963.01   |
TA110 |5,010.00  |4,970.00  |5,046.00  |4,926.00  |5,022.00  |4,984.00  |12.00    |-26.00   |130,905   |249,839   |6,803     |326,171.66  |
TA111 |5,022.00  |4,980.00  |5,060.00  |4,940.00  |5,032.00  |5,000.00  |10.00    |-22.00   |79,676    |396,153   |1,253     |199,170.51  |
TA112 |5,018.00  |4,958.00  |5,056.00  |4,926.00  |5,028.00  |5,000.00  |10.00    |-18.00   |19,881    |25,374    |1,500     |49,704.65   |
TA201 |5,020.00  |4,976.00  |5,062.00  |4,926.00  |5,042.00  |5,000.00  |22.00    |-20.00   |2,084,188 |1,545,102 |-63,728   |5,209,662.30|
TA202 |5,022.00  |4,940.00  |5,026.00  |4,914.00  |4,996.00  |4,976.00  |-26.00   |-46.00   |94        |28,365    |-18       |233.89      |
TA203 |4,972.00  |4,920.00  |4,996.00  |4,886.00  |4,978.00  |4,956.00  |6.00     |-16.00   |1,308     |46,776    |-30       |3,240.56    |
TA204 |4,974.00  |4,896.00  |5,000.00  |4,896.00  |5,000.00  |4,958.00  |26.00    |-16.00   |48        |8,529     |16        |118.98      |
TA205 |4,980.00  |4,952.00  |5,010.00  |4,906.00  |4,998.00  |4,958.00  |18.00    |-22.00   |62,763    |159,386   |702       |155,544.59  |
TA206 |4,948.00  |4,922.00  |5,000.00  |4,902.00  |4,988.00  |4,956.00  |40.00    |8.00     |43        |1,174     |21        |106.54      |
TA207 |4,940.00  |4,932.00  |5,000.00  |4,910.00  |5,000.00  |4,946.00  |60.00    |6.00     |23        |949       |2         |56.88       |
TA208 |4,968.00  |4,944.00  |5,016.00  |4,886.00  |5,016.00  |4,936.00  |48.00    |-32.00   |8         |8         |1         |19.74       |
小计    |          |          |          |          |          |          |         |         |2,411,830 |2,532,692 |-67,238   |6,024,993.31|
总计    |          |          |          |          |          |          |         |         |2,411,830 |2,532,692 |-67,238   |6,024,993.31|
