					郑州商品交易所期货每日行情表(2021-06-24)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA107 |4,882.00  |4,954.00  |5,004.00  |4,920.00  |4,960.00  |4,962.00  |78.00    |80.00    |6,929     |60,293    |-312      |17,190.83   |
TA108 |4,908.00  |4,986.00  |5,044.00  |4,950.00  |4,988.00  |4,998.00  |80.00    |90.00    |136,819   |72,930    |1,486     |341,839.95  |
TA109 |4,936.00  |5,012.00  |5,058.00  |4,964.00  |5,006.00  |5,014.00  |70.00    |78.00    |2,013,580 |1,914,682 |77,118    |5,048,019.36|
TA110 |4,998.00  |5,070.00  |5,102.00  |5,008.00  |5,042.00  |5,056.00  |44.00    |58.00    |84,217    |194,062   |-4,160    |212,914.21  |
TA111 |5,002.00  |5,064.00  |5,100.00  |5,010.00  |5,052.00  |5,062.00  |50.00    |60.00    |8,394     |16,677    |-89       |21,242.43   |
TA112 |5,028.00  |5,080.00  |5,110.00  |5,030.00  |5,068.00  |5,082.00  |40.00    |54.00    |428       |13,229    |-69       |1,087.33    |
TA201 |5,036.00  |5,096.00  |5,134.00  |5,038.00  |5,066.00  |5,090.00  |30.00    |54.00    |247,162   |492,680   |42,726    |629,554.28  |
TA202 |5,058.00  |5,112.00  |5,196.00  |5,060.00  |5,094.00  |5,110.00  |36.00    |52.00    |121       |37,740    |27        |309.07      |
TA203 |5,082.00  |5,132.00  |5,214.00  |5,088.00  |5,108.00  |5,116.00  |26.00    |34.00    |121       |31,522    |28        |309.44      |
TA204 |5,090.00  |5,144.00  |5,150.00  |5,144.00  |5,150.00  |5,148.00  |60.00    |58.00    |2         |7,119     |1         |5.15        |
TA205 |5,092.00  |5,134.00  |5,184.00  |5,096.00  |5,126.00  |5,144.00  |34.00    |52.00    |1,954     |12,530    |119       |5,025.17    |
TA206 |5,114.00  |5,180.00  |5,192.00  |5,150.00  |5,150.00  |5,178.00  |36.00    |64.00    |6         |128       |0         |15.53       |
小计    |          |          |          |          |          |          |         |         |2,499,733 |2,853,592 |116,875   |6,277,512.75|
总计    |          |          |          |          |          |          |         |         |2,499,733 |2,853,592 |116,875   |6,277,512.75|
