					郑州商品交易所期货每日行情表(2021-08-05)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA108 |5,370.00  |5,388.00  |5,392.00  |5,170.00  |5,170.00  |5,328.00  |-200.00  |-42.00   |751       |6,603     |-143      |2,000.25    |5,414.00      
TA109 |5,372.00  |5,394.00  |5,424.00  |5,152.00  |5,172.00  |5,314.00  |-200.00  |-58.00   |1,495,485 |592,503   |-173,779  |3,972,449.57|
TA110 |5,398.00  |5,424.00  |5,448.00  |5,196.00  |5,222.00  |5,338.00  |-176.00  |-60.00   |171,699   |247,290   |11,532    |458,214.79  |
TA111 |5,354.00  |5,392.00  |5,438.00  |5,202.00  |5,216.00  |5,350.00  |-138.00  |-4.00    |90,638    |234,909   |20,952    |242,422.27  |
TA112 |5,342.00  |5,360.00  |5,394.00  |5,180.00  |5,196.00  |5,298.00  |-146.00  |-44.00   |12,973    |9,777     |181       |34,360.22   |
TA201 |5,320.00  |5,352.00  |5,376.00  |5,166.00  |5,198.00  |5,290.00  |-122.00  |-30.00   |1,783,752 |1,295,210 |77,844    |4,717,093.85|
TA202 |5,248.00  |5,304.00  |5,306.00  |5,140.00  |5,142.00  |5,182.00  |-106.00  |-66.00   |97        |30,451    |20        |251.31      |
TA203 |5,226.00  |5,234.00  |5,252.00  |5,088.00  |5,114.00  |5,174.00  |-112.00  |-52.00   |1,985     |47,480    |44        |5,135.51    |
TA204 |5,180.00  |5,226.00  |5,226.00  |5,092.00  |5,106.00  |5,168.00  |-74.00   |-12.00   |73        |8,240     |36        |188.61      |
TA205 |5,196.00  |5,222.00  |5,238.00  |5,086.00  |5,112.00  |5,180.00  |-84.00   |-16.00   |27,642    |120,045   |5,207     |71,583.81   |
TA206 |5,204.00  |5,214.00  |5,214.00  |5,072.00  |5,100.00  |5,172.00  |-104.00  |-32.00   |168       |672       |5         |434.39      |
TA207 |5,212.00  |5,168.00  |5,196.00  |5,072.00  |5,084.00  |5,118.00  |-128.00  |-94.00   |23        |84        |5         |58.86       |
小计    |          |          |          |          |          |          |         |         |3,585,286 |2,593,264 |-58,096   |9,504,193.42|
总计    |          |          |          |          |          |          |         |         |3,585,286 |2,593,264 |-58,096   |9,504,193.42|
