					郑州商品交易所期货每日行情表(2021-07-01)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA107 |5,046.00  |5,056.00  |5,088.00  |4,976.00  |5,024.00  |5,038.00  |-22.00   |-8.00    |2,924     |47,391    |-2,103    |7,363.89    |4,956.00      
TA108 |5,080.00  |5,092.00  |5,130.00  |4,996.00  |5,042.00  |5,068.00  |-38.00   |-12.00   |92,075    |39,644    |-23,260   |233,336.18  |
TA109 |5,096.00  |5,104.00  |5,148.00  |5,008.00  |5,060.00  |5,078.00  |-36.00   |-18.00   |2,097,252 |1,794,334 |-57,967   |5,323,542.80|
TA110 |5,140.00  |5,152.00  |5,192.00  |5,052.00  |5,104.00  |5,126.00  |-36.00   |-14.00   |114,131   |212,741   |16,920    |292,543.27  |
TA111 |5,120.00  |5,106.00  |5,160.00  |5,034.00  |5,080.00  |5,104.00  |-40.00   |-16.00   |42,052    |46,592    |28,355    |107,301.62  |
TA112 |5,132.00  |5,126.00  |5,146.00  |5,038.00  |5,076.00  |5,082.00  |-56.00   |-50.00   |1,250     |13,450    |179       |3,176.38    |
TA201 |5,142.00  |5,134.00  |5,172.00  |5,046.00  |5,084.00  |5,112.00  |-58.00   |-30.00   |262,605   |624,260   |24,336    |671,897.16  |
TA202 |5,118.00  |5,104.00  |5,182.00  |5,066.00  |5,100.00  |5,102.00  |-18.00   |-16.00   |6,116     |37,405    |1,783     |15,598.64   |
TA203 |5,128.00  |5,110.00  |5,186.00  |5,070.00  |5,114.00  |5,106.00  |-14.00   |-22.00   |7,812     |33,239    |3,161     |19,942.67   |
TA204 |5,170.00  |5,136.00  |5,176.00  |5,078.00  |5,132.00  |5,126.00  |-38.00   |-44.00   |1,024     |8,134     |999       |2,624.17    |
TA205 |5,160.00  |5,156.00  |5,194.00  |5,082.00  |5,116.00  |5,144.00  |-44.00   |-16.00   |6,402     |21,958    |-1,123    |16,462.21   |
TA206 |5,174.00  |5,148.00  |5,198.00  |5,112.00  |5,128.00  |5,146.00  |-46.00   |-28.00   |7         |138       |1         |18.01       |
小计    |          |          |          |          |          |          |         |         |2,633,650 |2,879,286 |-8,719    |6,693,806.99|
总计    |          |          |          |          |          |          |         |         |2,633,650 |2,879,286 |-8,719    |6,693,806.99|
