					郑州商品交易所期货每日行情表(2021-09-08)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA109 |4,782.00  |4,700.00  |4,722.00  |4,584.00  |4,640.00  |4,656.00  |-142.00  |-126.00  |6,393     |38,458    |-3,540    |14,879.51   |4,822.00      
TA110 |4,890.00  |4,852.00  |4,854.00  |4,706.00  |4,732.00  |4,764.00  |-158.00  |-126.00  |35,285    |155,894   |-6,350    |84,046.92   |
TA111 |4,902.00  |4,876.00  |4,876.00  |4,722.00  |4,748.00  |4,782.00  |-154.00  |-120.00  |212,734   |403,767   |-10,914   |508,667.19  |
TA112 |4,914.00  |4,880.00  |4,880.00  |4,734.00  |4,760.00  |4,802.00  |-154.00  |-112.00  |91,473    |170,290   |12,391    |219,571.13  |
TA201 |4,916.00  |4,886.00  |4,888.00  |4,744.00  |4,768.00  |4,800.00  |-148.00  |-116.00  |2,600,991 |1,635,931 |169,817   |6,241,632.10|
TA202 |4,900.00  |4,866.00  |4,868.00  |4,746.00  |4,766.00  |4,788.00  |-134.00  |-112.00  |2,874     |28,383    |-42       |6,879.15    |
TA203 |4,894.00  |4,842.00  |4,856.00  |4,756.00  |4,764.00  |4,786.00  |-130.00  |-108.00  |12,516    |53,624    |2,830     |29,946.30   |
TA204 |4,902.00  |4,840.00  |4,862.00  |4,772.00  |4,778.00  |4,830.00  |-124.00  |-72.00   |1,283     |17,330    |1,068     |3,098.76    |
TA205 |4,904.00  |4,880.00  |4,880.00  |4,780.00  |4,784.00  |4,806.00  |-120.00  |-98.00   |67,748    |181,694   |5,633     |162,811.94  |
TA206 |4,896.00  |4,800.00  |4,838.00  |4,774.00  |4,798.00  |4,814.00  |-98.00   |-82.00   |2,055     |9,531     |1,991     |4,945.90    |
TA207 |4,920.00  |4,880.00  |4,880.00  |4,792.00  |4,802.00  |4,840.00  |-118.00  |-80.00   |4,083     |23,870    |4,027     |9,881.03    |
TA208 |4,930.00  |4,822.00  |4,850.00  |4,810.00  |4,834.00  |4,848.00  |-96.00   |-82.00   |3,007     |10,076    |3,007     |7,286.89    |
小计    |          |          |          |          |          |          |         |         |3,040,442 |2,728,848 |179,918   |7,293,646.81|
总计    |          |          |          |          |          |          |         |         |3,040,442 |2,728,848 |179,918   |7,293,646.81|
