					郑州商品交易所期货每日行情表(2021-10-21)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA110 |5,346.00  |5,380.00  |5,492.00  |5,360.00  |5,360.00  |5,448.00  |14.00    |102.00   |2,311     |0         |-35,759   |6,294.46    |5,408.00      
TA111 |5,362.00  |5,386.00  |5,554.00  |5,338.00  |5,358.00  |5,466.00  |-4.00    |104.00   |13,783    |77,676    |-5,759    |37,663.56   |
TA112 |5,386.00  |5,396.00  |5,590.00  |5,364.00  |5,374.00  |5,480.00  |-12.00   |94.00    |248,532   |257,848   |7,585     |681,021.66  |
TA201 |5,410.00  |5,422.00  |5,620.00  |5,390.00  |5,402.00  |5,506.00  |-8.00    |96.00    |2,379,948 |1,262,746 |5,812     |6,552,172.26|
TA202 |5,406.00  |5,410.00  |5,592.00  |5,390.00  |5,398.00  |5,484.00  |-8.00    |78.00    |70,856    |279,815   |8,176     |194,239.20  |
TA203 |5,402.00  |5,412.00  |5,576.00  |5,390.00  |5,400.00  |5,492.00  |-2.00    |90.00    |17,356    |88,126    |3,024     |47,659.36   |
TA204 |5,408.00  |5,422.00  |5,586.00  |5,406.00  |5,432.00  |5,518.00  |24.00    |110.00   |240       |20,485    |9         |662.03      |
TA205 |5,436.00  |5,438.00  |5,598.00  |5,416.00  |5,432.00  |5,518.00  |-4.00    |82.00    |190,710   |201,990   |1,827     |526,114.64  |
TA206 |5,426.00  |5,432.00  |5,594.00  |5,412.00  |5,436.00  |5,516.00  |10.00    |90.00    |162       |2,770     |-11       |446.80      |
TA207 |5,432.00  |5,446.00  |5,608.00  |5,422.00  |5,422.00  |5,520.00  |-10.00   |88.00    |302       |20,140    |60        |833.35      |
TA208 |5,464.00  |5,464.00  |5,620.00  |5,452.00  |5,464.00  |5,518.00  |0.00     |54.00    |31        |4,849     |7         |85.53       |
TA209 |5,452.00  |5,460.00  |5,600.00  |5,444.00  |5,460.00  |5,522.00  |8.00     |70.00    |3,875     |5,557     |1,680     |10,696.42   |
小计    |          |          |          |          |          |          |         |         |2,928,106 |2,222,002 |-13,349   |8,057,889.28|
总计    |          |          |          |          |          |          |         |         |2,928,106 |2,222,002 |-13,349   |8,057,889.28|
