					郑州商品交易所期货每日行情表(2021-04-16)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA105 |4,540.00  |4,572.00  |4,640.00  |4,560.00  |4,626.00  |4,606.00  |86.00    |66.00    |146,349   |411,402   |-39,490   |336,935.65  |
TA106 |4,568.00  |4,624.00  |4,674.00  |4,592.00  |4,656.00  |4,638.00  |88.00    |70.00    |115,326   |54,620    |1,519     |267,390.01  |
TA107 |4,598.00  |4,660.00  |4,704.00  |4,624.00  |4,686.00  |4,670.00  |88.00    |72.00    |87,608    |119,610   |6,177     |204,530.90  |
TA108 |4,626.00  |4,682.00  |4,728.00  |4,654.00  |4,716.00  |4,702.00  |90.00    |76.00    |5,728     |5,986     |-231      |13,465.15   |
TA109 |4,652.00  |4,706.00  |4,756.00  |4,676.00  |4,740.00  |4,720.00  |88.00    |68.00    |1,242,638 |1,860,957 |54,074    |2,932,685.95|
TA110 |4,752.00  |4,792.00  |4,840.00  |4,770.00  |4,814.00  |4,800.00  |62.00    |48.00    |125       |6,972     |-13       |299.94      |
TA111 |4,764.00  |4,784.00  |4,858.00  |4,768.00  |4,826.00  |4,830.00  |62.00    |66.00    |1,834     |12,905    |-1,739    |4,428.20    |
TA112 |4,784.00  |4,802.00  |4,876.00  |4,786.00  |4,838.00  |4,848.00  |54.00    |64.00    |1,734     |7,190     |-1,692    |4,203.55    |
TA201 |4,778.00  |4,800.00  |4,864.00  |4,788.00  |4,848.00  |4,836.00  |70.00    |58.00    |90,712    |266,939   |42,837    |219,289.85  |
TA202 |4,816.00  |4,826.00  |4,882.00  |4,826.00  |4,866.00  |4,830.00  |50.00    |14.00    |2,696     |20,778    |1,320     |6,510.61    |
TA203 |4,858.00  |4,834.00  |4,912.00  |4,834.00  |4,900.00  |4,842.00  |42.00    |-16.00   |2,334     |12,343    |1,961     |5,649.49    |
TA204 |4,858.00  |0.00      |0.00      |0.00      |0.00      |4,858.00  |0.00     |0.00     |0         |0         |0         |0.00        |
小计    |          |          |          |          |          |          |         |         |1,697,084 |2,779,702 |64,723    |3,995,389.28|
总计    |          |          |          |          |          |          |         |         |1,697,084 |2,779,702 |64,723    |3,995,389.28|
