					郑州商品交易所期货每日行情表(2021-12-16)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA201 |4,594.00  |4,598.00  |4,648.00  |4,570.00  |4,630.00  |4,616.00  |36.00    |22.00    |134,809   |229,015   |-20,621   |310,991.16  |
TA202 |4,592.00  |4,600.00  |4,666.00  |4,574.00  |4,642.00  |4,624.00  |50.00    |32.00    |53,031    |242,753   |-1,999    |122,682.89  |
TA203 |4,608.00  |4,610.00  |4,680.00  |4,582.00  |4,652.00  |4,642.00  |44.00    |34.00    |124,838   |399,234   |1,123     |289,742.52  |
TA204 |4,636.00  |4,632.00  |4,704.00  |4,610.00  |4,678.00  |4,668.00  |42.00    |32.00    |9,952     |31,989    |1,911     |23,221.51   |
TA205 |4,654.00  |4,660.00  |4,724.00  |4,628.00  |4,704.00  |4,684.00  |50.00    |30.00    |1,086,683 |987,540   |-22,040   |2,545,250.52|
TA206 |4,676.00  |4,682.00  |4,732.00  |4,652.00  |4,720.00  |4,710.00  |44.00    |34.00    |24        |2,647     |2         |56.51       |
TA207 |4,684.00  |4,678.00  |4,754.00  |4,676.00  |4,740.00  |4,720.00  |56.00    |36.00    |75        |25,849    |-8        |176.96      |
TA208 |4,718.00  |4,716.00  |4,766.00  |4,680.00  |4,754.00  |4,722.00  |36.00    |4.00     |17        |16,004    |-1        |40.14       |
TA209 |4,716.00  |4,710.00  |4,784.00  |4,690.00  |4,764.00  |4,746.00  |48.00    |30.00    |11,961    |45,820    |-585      |28,379.80   |
TA210 |4,778.00  |4,842.00  |4,842.00  |4,810.00  |4,830.00  |4,830.00  |52.00    |52.00    |9         |77        |-1        |21.73       |
TA211 |4,782.00  |4,856.00  |4,856.00  |4,856.00  |4,856.00  |4,856.00  |74.00    |74.00    |1         |923       |0         |2.43        |
TA212 |4,812.00  |0.00      |0.00      |0.00      |0.00      |4,812.00  |0.00     |0.00     |0         |0         |0         |0.00        |
小计    |          |          |          |          |          |          |         |         |1,421,400 |1,981,851 |-42,219   |3,320,566.16|
总计    |          |          |          |          |          |          |         |         |1,421,400 |1,981,851 |-42,219   |3,320,566.16|
