					郑州商品交易所期货每日行情表(2021-06-17)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA107 |4,794.00  |4,830.00  |4,886.00  |4,792.00  |4,854.00  |4,836.00  |60.00    |42.00    |9,091     |37,468    |-4,352    |21,975.93   |
TA108 |4,818.00  |4,868.00  |4,914.00  |4,818.00  |4,882.00  |4,860.00  |64.00    |42.00    |87,281    |55,132    |-2,050    |212,041.58  |
TA109 |4,840.00  |4,880.00  |4,934.00  |4,836.00  |4,904.00  |4,880.00  |64.00    |40.00    |1,948,622 |1,759,585 |45,795    |4,754,764.48|
TA110 |4,888.00  |4,920.00  |4,966.00  |4,874.00  |4,942.00  |4,918.00  |54.00    |30.00    |79,698    |193,266   |10,257    |195,988.91  |
TA111 |4,906.00  |4,936.00  |4,978.00  |4,886.00  |4,952.00  |4,934.00  |46.00    |28.00    |6,012     |16,857    |50        |14,830.87   |
TA112 |4,934.00  |4,944.00  |4,996.00  |4,916.00  |4,972.00  |4,956.00  |38.00    |22.00    |160       |13,344    |16        |396.38      |
TA201 |4,936.00  |4,974.00  |5,018.00  |4,922.00  |4,990.00  |4,970.00  |54.00    |34.00    |232,009   |451,801   |-5,182    |577,053.99  |
TA202 |4,956.00  |4,976.00  |5,026.00  |4,946.00  |5,010.00  |4,978.00  |54.00    |22.00    |2,824     |38,261    |-2,541    |7,028.24    |
TA203 |4,928.00  |5,006.00  |5,032.00  |4,968.00  |5,018.00  |5,000.00  |90.00    |72.00    |84        |31,967    |-9        |209.98      |
TA204 |4,858.00  |4,992.00  |5,032.00  |4,970.00  |4,970.00  |4,992.00  |112.00   |134.00   |7         |7,117     |0         |17.47       |
TA205 |5,006.00  |5,012.00  |5,066.00  |4,978.00  |5,034.00  |5,014.00  |28.00    |8.00     |1,943     |11,501    |277       |4,869.96    |
TA206 |4,928.00  |0.00      |0.00      |0.00      |0.00      |4,988.00  |60.00    |60.00    |0         |11        |0         |0.00        |
小计    |          |          |          |          |          |          |         |         |2,367,731 |2,616,310 |42,261    |5,789,177.81|
总计    |          |          |          |          |          |          |         |         |2,367,731 |2,616,310 |42,261    |5,789,177.81|
