					郑州商品交易所期货每日行情表(2021-12-10)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA112 |4,674.00  |4,654.00  |4,686.00  |4,588.00  |4,592.00  |4,644.00  |-82.00   |-30.00   |2,235     |21,801    |82        |5,189.42    |4,534.00      
TA201 |4,650.00  |4,650.00  |4,704.00  |4,592.00  |4,600.00  |4,658.00  |-50.00   |8.00     |635,521   |400,623   |-81,661   |1,479,844.29|
TA202 |4,634.00  |4,626.00  |4,694.00  |4,616.00  |4,620.00  |4,658.00  |-14.00   |24.00    |96,156    |255,613   |101       |223,884.29  |
TA203 |4,654.00  |4,648.00  |4,712.00  |4,628.00  |4,636.00  |4,674.00  |-18.00   |20.00    |163,806   |392,732   |-1,931    |382,804.48  |
TA204 |4,668.00  |4,664.00  |4,728.00  |4,650.00  |4,660.00  |4,698.00  |-8.00    |30.00    |13,606    |24,726    |-1,230    |31,957.97   |
TA205 |4,696.00  |4,682.00  |4,750.00  |4,666.00  |4,676.00  |4,710.00  |-20.00   |14.00    |965,345   |852,933   |36,729    |2,272,823.80|
TA206 |4,732.00  |4,724.00  |4,764.00  |4,692.00  |4,692.00  |4,736.00  |-40.00   |4.00     |121       |666       |-20       |286.44      |
TA207 |4,742.00  |4,742.00  |4,782.00  |4,708.00  |4,708.00  |4,750.00  |-34.00   |8.00     |136       |21,826    |-17       |323.02      |
TA208 |4,764.00  |4,758.00  |4,784.00  |4,734.00  |4,736.00  |4,760.00  |-28.00   |-4.00    |17        |11,505    |-14       |40.46       |
TA209 |4,762.00  |4,758.00  |4,812.00  |4,718.00  |4,738.00  |4,766.00  |-24.00   |4.00     |7,828     |38,239    |657       |18,655.04   |
TA210 |4,828.00  |4,830.00  |4,880.00  |4,828.00  |4,830.00  |4,852.00  |2.00     |24.00    |34        |77        |16        |82.48       |
TA211 |4,884.00  |4,842.00  |4,890.00  |4,842.00  |4,860.00  |4,870.00  |-24.00   |-14.00   |6         |923       |-2        |14.61       |
小计    |          |          |          |          |          |          |         |         |1,884,811 |2,021,664 |-47,290   |4,415,906.31|
总计    |          |          |          |          |          |          |         |         |1,884,811 |2,021,664 |-47,290   |4,415,906.31|
