					郑州商品交易所期货每日行情表(2021-07-30)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA108 |5,454.00  |5,496.00  |5,600.00  |5,496.00  |5,520.00  |5,526.00  |66.00    |72.00    |621       |6,418     |-414      |1,715.41    |
TA109 |5,434.00  |5,500.00  |5,626.00  |5,476.00  |5,512.00  |5,546.00  |78.00    |112.00   |1,628,681 |1,097,604 |-53,624   |4,515,305.20|
TA110 |5,340.00  |5,400.00  |5,542.00  |5,388.00  |5,426.00  |5,464.00  |86.00    |124.00   |88,295    |241,905   |263       |241,194.23  |
TA111 |5,312.00  |5,370.00  |5,494.00  |5,354.00  |5,386.00  |5,426.00  |74.00    |114.00   |49,609    |171,071   |3,309     |134,566.67  |
TA112 |5,292.00  |5,334.00  |5,456.00  |5,320.00  |5,348.00  |5,386.00  |56.00    |94.00    |3,637     |8,815     |-6        |9,795.12    |
TA201 |5,276.00  |5,324.00  |5,442.00  |5,304.00  |5,342.00  |5,368.00  |66.00    |92.00    |714,285   |933,249   |45,511    |1,915,157.61|
TA202 |5,178.00  |5,276.00  |5,374.00  |5,246.00  |5,278.00  |5,280.00  |100.00   |102.00   |2,298     |30,375    |1,994     |6,065.86    |
TA203 |5,146.00  |5,222.00  |5,316.00  |5,198.00  |5,232.00  |5,244.00  |86.00    |98.00    |8,391     |44,362    |5,638     |22,002.22   |
TA204 |5,204.00  |5,214.00  |5,298.00  |5,198.00  |5,218.00  |5,214.00  |14.00    |10.00    |2,027     |8,173     |2,008     |5,284.61    |
TA205 |5,160.00  |5,210.00  |5,290.00  |5,176.00  |5,208.00  |5,234.00  |48.00    |74.00    |31,860    |103,569   |9,127     |83,368.92   |
TA206 |5,170.00  |5,218.00  |5,260.00  |5,182.00  |5,214.00  |5,212.00  |44.00    |42.00    |127       |671       |4         |330.93      |
TA207 |5,152.00  |5,208.00  |5,252.00  |5,170.00  |5,202.00  |5,214.00  |50.00    |62.00    |28        |81        |4         |73.00       |
小计    |          |          |          |          |          |          |         |         |2,529,859 |2,646,293 |13,814    |6,934,859.76|
总计    |          |          |          |          |          |          |         |         |2,529,859 |2,646,293 |13,814    |6,934,859.76|
