					郑州商品交易所期货每日行情表(2021-10-27)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA111 |5,388.00  |5,406.00  |5,434.00  |5,182.00  |5,202.00  |5,300.00  |-186.00  |-88.00   |6,814     |53,300    |-4,230    |18,052.96   |
TA112 |5,418.00  |5,446.00  |5,458.00  |5,192.00  |5,230.00  |5,346.00  |-188.00  |-72.00   |239,672   |240,935   |-5,704    |640,467.96  |
TA201 |5,448.00  |5,474.00  |5,488.00  |5,220.00  |5,258.00  |5,372.00  |-190.00  |-76.00   |2,961,256 |1,323,677 |37,770    |7,951,822.52|
TA202 |5,444.00  |5,462.00  |5,480.00  |5,222.00  |5,258.00  |5,366.00  |-186.00  |-78.00   |76,801    |345,555   |16,610    |206,009.15  |
TA203 |5,444.00  |5,478.00  |5,486.00  |5,236.00  |5,272.00  |5,366.00  |-172.00  |-78.00   |23,929    |90,433    |2,358     |64,185.29   |
TA204 |5,458.00  |5,424.00  |5,456.00  |5,258.00  |5,266.00  |5,372.00  |-192.00  |-86.00   |297       |20,605    |178       |797.62      |
TA205 |5,474.00  |5,490.00  |5,516.00  |5,270.00  |5,306.00  |5,412.00  |-168.00  |-62.00   |164,495   |225,214   |11,071    |445,020.03  |
TA206 |5,462.00  |5,450.00  |5,452.00  |5,280.00  |5,280.00  |5,388.00  |-182.00  |-74.00   |76        |1,336     |-7        |204.72      |
TA207 |5,490.00  |5,476.00  |5,480.00  |5,280.00  |5,304.00  |5,344.00  |-186.00  |-146.00  |359       |20,346    |244       |959.26      |
TA208 |5,506.00  |5,466.00  |5,500.00  |5,302.00  |5,302.00  |5,386.00  |-204.00  |-120.00  |26        |4,873     |0         |70.01       |
TA209 |5,506.00  |5,520.00  |5,530.00  |5,302.00  |5,332.00  |5,402.00  |-174.00  |-104.00  |5,724     |5,655     |1,315     |15,461.40   |
TA210 |5,532.00  |5,486.00  |5,512.00  |5,414.00  |5,414.00  |5,472.00  |-118.00  |-60.00   |7         |7         |5         |19.15       |
小计    |          |          |          |          |          |          |         |         |3,479,456 |2,331,936 |59,610    |9,343,070.07|
总计    |          |          |          |          |          |          |         |         |3,479,456 |2,331,936 |59,610    |9,343,070.07|
