					郑州商品交易所期货每日行情表(2021-06-04)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA106 |4,798.00  |4,672.00  |4,710.00  |4,646.00  |4,702.00  |4,688.00  |-96.00   |-110.00  |2,374     |13,948    |-1,998    |5,674.68    |4,688.00      
TA107 |4,796.00  |4,748.00  |4,762.00  |4,652.00  |4,694.00  |4,698.00  |-102.00  |-98.00   |21,145    |64,418    |-5,594    |49,674.73   |
TA108 |4,808.00  |4,764.00  |4,778.00  |4,672.00  |4,720.00  |4,720.00  |-88.00   |-88.00   |109,427   |42,055    |-1,652    |258,247.50  |
TA109 |4,818.00  |4,780.00  |4,792.00  |4,682.00  |4,734.00  |4,732.00  |-84.00   |-86.00   |1,695,952 |1,719,500 |-143,088  |4,013,314.69|
TA110 |4,864.00  |4,824.00  |4,854.00  |4,746.00  |4,794.00  |4,800.00  |-70.00   |-64.00   |55,634    |128,186   |11,140    |133,523.77  |
TA111 |4,868.00  |4,844.00  |4,852.00  |4,746.00  |4,792.00  |4,804.00  |-76.00   |-64.00   |4,354     |8,231     |-405      |10,458.34   |
TA112 |4,890.00  |4,834.00  |4,862.00  |4,766.00  |4,816.00  |4,776.00  |-74.00   |-114.00  |2,241     |14,720    |-2,100    |5,351.90    |
TA201 |4,892.00  |4,854.00  |4,876.00  |4,772.00  |4,822.00  |4,818.00  |-70.00   |-74.00   |156,182   |441,873   |-24,048   |376,248.52  |
TA202 |4,920.00  |4,842.00  |4,890.00  |4,794.00  |4,848.00  |4,854.00  |-72.00   |-66.00   |4,562     |41,788    |-4,086    |11,072.99   |
TA203 |4,936.00  |4,866.00  |4,888.00  |4,800.00  |4,860.00  |4,840.00  |-76.00   |-96.00   |4,297     |33,362    |-4,142    |10,396.54   |
TA204 |4,908.00  |4,900.00  |4,900.00  |4,814.00  |4,866.00  |4,842.00  |-42.00   |-66.00   |368       |7,558     |-340      |890.85      |
TA205 |4,930.00  |4,900.00  |4,916.00  |4,818.00  |4,866.00  |4,868.00  |-64.00   |-62.00   |1,164     |10,027    |237       |2,832.61    |
小计    |          |          |          |          |          |          |         |         |2,057,700 |2,525,666 |-176,076  |4,877,687.13|
总计    |          |          |          |          |          |          |         |         |2,057,700 |2,525,666 |-176,076  |4,877,687.13|
