					郑州商品交易所期货每日行情表(2021-09-29)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA110 |5,184.00  |5,216.00  |5,216.00  |5,014.00  |5,028.00  |5,052.00  |-156.00  |-132.00  |7,375     |48,518    |-2,412    |18,626.67   |
TA111 |5,196.00  |5,210.00  |5,212.00  |5,032.00  |5,054.00  |5,118.00  |-142.00  |-78.00   |233,251   |299,900   |-43,194   |596,680.78  |
TA112 |5,222.00  |5,230.00  |5,230.00  |5,052.00  |5,078.00  |5,124.00  |-144.00  |-98.00   |138,049   |257,175   |-15,006   |353,668.22  |
TA201 |5,230.00  |5,244.00  |5,244.00  |5,072.00  |5,098.00  |5,136.00  |-132.00  |-94.00   |1,924,845 |1,314,590 |-123,305  |4,942,662.14|
TA202 |5,222.00  |5,218.00  |5,224.00  |5,066.00  |5,094.00  |5,118.00  |-128.00  |-104.00  |5,625     |30,714    |-1,981    |14,393.82   |
TA203 |5,192.00  |5,208.00  |5,208.00  |5,058.00  |5,072.00  |5,114.00  |-120.00  |-78.00   |4,926     |67,050    |1,198     |12,596.00   |
TA204 |5,228.00  |5,184.00  |5,216.00  |5,072.00  |5,072.00  |5,112.00  |-156.00  |-116.00  |257       |20,690    |8         |656.84      |
TA205 |5,232.00  |5,238.00  |5,240.00  |5,082.00  |5,108.00  |5,158.00  |-124.00  |-74.00   |98,880    |178,562   |-6,400    |254,982.70  |
TA206 |5,240.00  |5,206.00  |5,216.00  |5,060.00  |5,086.00  |5,114.00  |-154.00  |-126.00  |2,083     |6,348     |-1,985    |5,325.53    |
TA207 |5,260.00  |5,210.00  |5,232.00  |5,076.00  |5,104.00  |5,130.00  |-156.00  |-130.00  |5,098     |25,185    |-4,982    |13,076.13   |
TA208 |5,238.00  |5,206.00  |5,224.00  |5,090.00  |5,106.00  |5,118.00  |-132.00  |-120.00  |4,043     |10,797    |-4,006    |10,346.64   |
TA209 |5,252.00  |5,266.00  |5,266.00  |5,102.00  |5,124.00  |5,156.00  |-128.00  |-96.00   |579       |1,919     |164       |1,492.76    |
小计    |          |          |          |          |          |          |         |         |2,425,011 |2,261,448 |-201,901  |6,224,508.22|
总计    |          |          |          |          |          |          |         |         |2,425,011 |2,261,448 |-201,901  |6,224,508.22|
