					郑州商品交易所期货每日行情表(2021-06-02)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA106 |4,768.00  |4,816.00  |4,816.00  |4,766.00  |4,766.00  |4,800.00  |-2.00    |32.00    |3,833     |16,194    |-3,333    |9,174.47    |4,648.00      
TA107 |4,776.00  |4,852.00  |4,860.00  |4,752.00  |4,774.00  |4,792.00  |-2.00    |16.00    |95,898    |77,082    |-3,246    |229,721.29  |
TA108 |4,786.00  |4,866.00  |4,866.00  |4,762.00  |4,786.00  |4,800.00  |0.00     |14.00    |86,051    |43,369    |-164      |206,508.95  |
TA109 |4,798.00  |4,886.00  |4,888.00  |4,774.00  |4,798.00  |4,820.00  |0.00     |22.00    |1,577,736 |1,818,085 |-14,803   |3,802,032.32|
TA110 |4,872.00  |4,936.00  |4,940.00  |4,818.00  |4,856.00  |4,872.00  |-16.00   |0.00     |67,495    |103,073   |33,328    |164,371.84  |
TA111 |4,860.00  |4,878.00  |4,934.00  |4,826.00  |4,844.00  |4,858.00  |-16.00   |-2.00    |8,681     |8,583     |-4,628    |21,084.83   |
TA112 |4,862.00  |4,942.00  |4,946.00  |4,834.00  |4,866.00  |4,878.00  |4.00     |16.00    |1,681     |17,305    |-1,524    |4,100.23    |
TA201 |4,884.00  |4,972.00  |4,972.00  |4,848.00  |4,872.00  |4,894.00  |-12.00   |10.00    |145,769   |457,196   |22,271    |356,727.93  |
TA202 |4,856.00  |4,982.00  |4,984.00  |4,864.00  |4,896.00  |4,924.00  |40.00    |68.00    |2,037     |48,256    |-1,160    |5,014.68    |
TA203 |4,876.00  |4,902.00  |4,990.00  |4,872.00  |4,896.00  |4,894.00  |20.00    |18.00    |1,090     |38,129    |-1,018    |2,666.66    |
TA204 |4,884.00  |4,950.00  |4,950.00  |4,876.00  |4,876.00  |4,904.00  |-8.00    |20.00    |7         |7,900     |0         |17.16       |
TA205 |4,888.00  |5,032.00  |5,032.00  |4,892.00  |4,904.00  |4,924.00  |16.00    |36.00    |660       |9,638     |62        |1,624.65    |
小计    |          |          |          |          |          |          |         |         |1,990,938 |2,644,810 |25,785    |4,803,045.01|
总计    |          |          |          |          |          |          |         |         |1,990,938 |2,644,810 |25,785    |4,803,045.01|
