					郑州商品交易所期货每日行情表(2022-02-18)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA202 |5,308.00  |5,320.00  |5,320.00  |5,316.00  |5,316.00  |5,320.00  |8.00     |12.00    |130       |0         |-5,525    |345.74      |5,586.00      
TA203 |5,380.00  |5,352.00  |5,436.00  |5,296.00  |5,376.00  |5,344.00  |-4.00    |-36.00   |2,479     |48,476    |-1,575    |6,624.09    |
TA204 |5,394.00  |5,348.00  |5,442.00  |5,292.00  |5,382.00  |5,354.00  |-12.00   |-40.00   |196,707   |236,217   |-18,683   |526,543.46  |
TA205 |5,394.00  |5,360.00  |5,448.00  |5,296.00  |5,388.00  |5,360.00  |-6.00    |-34.00   |1,176,800 |987,490   |-20,095   |3,154,057.11|
TA206 |5,390.00  |5,352.00  |5,442.00  |5,296.00  |5,386.00  |5,360.00  |-4.00    |-30.00   |127,735   |404,070   |9,273     |342,241.88  |
TA207 |5,362.00  |5,354.00  |5,438.00  |5,298.00  |5,376.00  |5,366.00  |14.00    |4.00     |15,594    |87,977    |-70       |41,838.43   |
TA208 |5,376.00  |5,342.00  |5,424.00  |5,290.00  |5,368.00  |5,378.00  |-8.00    |2.00     |3,217     |31,940    |2,562     |8,648.53    |
TA209 |5,332.00  |5,316.00  |5,392.00  |5,260.00  |5,336.00  |5,318.00  |4.00     |-14.00   |58,525    |196,720   |190       |155,623.17  |
TA210 |5,384.00  |5,314.00  |5,386.00  |5,268.00  |5,330.00  |5,330.00  |-54.00   |-54.00   |62        |8,289     |-1        |165.23      |
TA211 |5,412.00  |5,308.00  |5,362.00  |5,258.00  |5,314.00  |5,336.00  |-98.00   |-76.00   |1,391     |8,891     |1,218     |3,711.18    |
TA212 |5,318.00  |5,296.00  |5,354.00  |5,262.00  |5,312.00  |5,308.00  |-6.00    |-10.00   |28        |3,128     |6         |74.31       |
TA301 |5,342.00  |5,300.00  |5,370.00  |5,260.00  |5,310.00  |5,300.00  |-32.00   |-42.00   |557       |11,242    |307       |1,475.82    |
小计    |          |          |          |          |          |          |         |         |1,583,225 |2,024,440 |-32,393   |4,241,348.93|
总计    |          |          |          |          |          |          |         |         |1,583,225 |2,024,440 |-32,393   |4,241,348.93|
