					郑州商品交易所期货每日行情表(2021-09-30)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA110 |5,052.00  |5,026.00  |5,050.00  |4,968.00  |5,016.00  |5,006.00  |-36.00   |-46.00   |9,232     |46,966    |-1,552    |23,107.04   |
TA111 |5,118.00  |5,064.00  |5,084.00  |4,992.00  |5,038.00  |5,032.00  |-80.00   |-86.00   |179,016   |277,284   |-22,616   |450,306.48  |
TA112 |5,124.00  |5,084.00  |5,106.00  |5,012.00  |5,062.00  |5,050.00  |-62.00   |-74.00   |105,992   |253,277   |-3,898    |267,581.50  |
TA201 |5,136.00  |5,110.00  |5,126.00  |5,036.00  |5,088.00  |5,074.00  |-48.00   |-62.00   |1,402,040 |1,231,225 |-83,365   |3,555,952.25|
TA202 |5,118.00  |5,096.00  |5,120.00  |5,036.00  |5,090.00  |5,068.00  |-28.00   |-50.00   |8,349     |34,166    |3,452     |21,157.21   |
TA203 |5,114.00  |5,092.00  |5,104.00  |5,028.00  |5,096.00  |5,060.00  |-18.00   |-54.00   |4,680     |67,324    |274       |11,838.37   |
TA204 |5,112.00  |5,108.00  |5,110.00  |5,050.00  |5,100.00  |5,082.00  |-12.00   |-30.00   |510       |20,473    |-217      |1,295.68    |
TA205 |5,158.00  |5,120.00  |5,136.00  |5,058.00  |5,116.00  |5,096.00  |-42.00   |-62.00   |60,093    |181,144   |2,582     |153,077.80  |
TA206 |5,114.00  |5,116.00  |5,126.00  |5,070.00  |5,126.00  |5,086.00  |12.00    |-28.00   |3,061     |3,343     |-3,005    |7,784.65    |
TA207 |5,130.00  |5,134.00  |5,134.00  |5,074.00  |5,130.00  |5,110.00  |0.00     |-20.00   |3,028     |22,190    |-2,995    |7,736.55    |
TA208 |5,118.00  |5,070.00  |5,134.00  |5,070.00  |5,118.00  |5,122.00  |0.00     |4.00     |3,013     |7,799     |-2,998    |7,716.12    |
TA209 |5,156.00  |5,144.00  |5,160.00  |5,084.00  |5,134.00  |5,120.00  |-22.00   |-36.00   |176       |1,957     |38        |450.47      |
小计    |          |          |          |          |          |          |         |         |1,779,190 |2,147,148 |-114,300  |4,508,004.10|
总计    |          |          |          |          |          |          |         |         |1,779,190 |2,147,148 |-114,300  |4,508,004.10|
