					郑州商品交易所期货每日行情表(2021-09-14)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA109 |4,722.00  |4,700.00  |4,852.00  |4,700.00  |4,852.00  |4,736.00  |130.00   |14.00    |3,227     |0         |-35,081   |7,640.99    |4,736.00      
TA110 |4,796.00  |4,846.00  |4,950.00  |4,842.00  |4,930.00  |4,886.00  |134.00   |90.00    |44,510    |110,357   |-13,128   |108,713.29  |
TA111 |4,826.00  |4,852.00  |4,966.00  |4,852.00  |4,940.00  |4,912.00  |114.00   |86.00    |238,254   |390,997   |5,937     |585,164.46  |
TA112 |4,840.00  |4,860.00  |4,968.00  |4,860.00  |4,942.00  |4,914.00  |102.00   |74.00    |84,380    |188,933   |176       |207,318.66  |
TA201 |4,844.00  |4,870.00  |4,970.00  |4,858.00  |4,946.00  |4,914.00  |102.00   |70.00    |1,816,535 |1,451,510 |-81,155   |4,462,995.19|
TA202 |4,828.00  |4,850.00  |4,944.00  |4,838.00  |4,928.00  |4,906.00  |100.00   |78.00    |3,371     |27,877    |-527      |8,268.89    |
TA203 |4,834.00  |4,840.00  |4,934.00  |4,838.00  |4,930.00  |4,896.00  |96.00    |62.00    |1,313     |54,270    |-374      |3,213.75    |
TA204 |4,856.00  |4,876.00  |4,940.00  |4,848.00  |4,940.00  |4,892.00  |84.00    |36.00    |142       |20,219    |-39       |347.27      |
TA205 |4,864.00  |4,874.00  |4,946.00  |4,856.00  |4,934.00  |4,898.00  |70.00    |34.00    |34,121    |185,378   |-849      |83,561.77   |
TA206 |4,858.00  |4,886.00  |4,932.00  |4,864.00  |4,924.00  |4,910.00  |66.00    |52.00    |57        |8,709     |-21       |139.91      |
TA207 |4,870.00  |4,900.00  |4,950.00  |4,876.00  |4,950.00  |4,918.00  |80.00    |48.00    |34        |27,287    |0         |83.59       |
TA208 |4,876.00  |4,902.00  |4,956.00  |4,902.00  |4,956.00  |4,944.00  |80.00    |68.00    |4         |13,085    |-3        |9.89        |
小计    |          |          |          |          |          |          |         |         |2,225,948 |2,478,622 |-125,064  |5,467,457.67|
总计    |          |          |          |          |          |          |         |         |2,225,948 |2,478,622 |-125,064  |5,467,457.67|
