					郑州商品交易所期货每日行情表(2021-11-11)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA111 |5,080.00  |5,050.00  |5,124.00  |4,948.00  |4,952.00  |5,002.00  |-128.00  |-78.00   |1,780     |36,519    |523       |4,450.74    |5,044.00      
TA112 |5,096.00  |5,138.00  |5,154.00  |4,968.00  |4,982.00  |5,048.00  |-114.00  |-48.00   |13,283    |43,475    |-8,835    |33,528.16   |
TA201 |5,116.00  |5,150.00  |5,186.00  |4,990.00  |5,014.00  |5,064.00  |-102.00  |-52.00   |1,494,730 |1,045,447 |41,868    |3,784,035.45|
TA202 |5,146.00  |5,178.00  |5,208.00  |5,016.00  |5,036.00  |5,072.00  |-110.00  |-74.00   |80,690    |354,879   |-4,758    |204,636.23  |
TA203 |5,174.00  |5,194.00  |5,228.00  |5,038.00  |5,058.00  |5,100.00  |-116.00  |-74.00   |133,300   |332,458   |16,225    |339,917.63  |
TA204 |5,178.00  |5,222.00  |5,242.00  |5,058.00  |5,070.00  |5,116.00  |-108.00  |-62.00   |4,440     |21,146    |278       |11,354.44   |
TA205 |5,196.00  |5,240.00  |5,262.00  |5,074.00  |5,094.00  |5,152.00  |-102.00  |-44.00   |150,721   |256,562   |6,660     |388,148.93  |
TA206 |5,208.00  |5,222.00  |5,226.00  |5,080.00  |5,092.00  |5,132.00  |-116.00  |-76.00   |44        |2,283     |24        |112.89      |
TA207 |5,256.00  |5,244.00  |5,260.00  |5,100.00  |5,106.00  |5,164.00  |-150.00  |-92.00   |171       |22,635    |85        |441.47      |
TA208 |5,246.00  |5,254.00  |5,272.00  |5,114.00  |5,120.00  |5,156.00  |-126.00  |-90.00   |22        |6,829     |13        |56.71       |
TA209 |5,222.00  |5,280.00  |5,298.00  |5,120.00  |5,138.00  |5,184.00  |-84.00   |-38.00   |3,040     |10,207    |710       |7,879.45    |
TA210 |5,274.00  |0.00      |0.00      |0.00      |0.00      |5,158.00  |-116.00  |-116.00  |0         |11        |0         |0.00        |
小计    |          |          |          |          |          |          |         |         |1,882,221 |2,132,451 |52,793    |4,774,562.08|
总计    |          |          |          |          |          |          |         |         |1,882,221 |2,132,451 |52,793    |4,774,562.08|
