					郑州商品交易所期货每日行情表(2021-12-24)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA201 |4,740.00  |4,772.00  |4,804.00  |4,746.00  |4,790.00  |4,778.00  |50.00    |38.00    |85,548    |119,589   |-15,358   |204,371.26  |
TA202 |4,754.00  |4,782.00  |4,822.00  |4,764.00  |4,806.00  |4,796.00  |52.00    |42.00    |65,403    |237,873   |-245      |156,798.53  |
TA203 |4,770.00  |4,802.00  |4,838.00  |4,780.00  |4,824.00  |4,812.00  |54.00    |42.00    |157,818   |424,995   |-7,360    |379,692.15  |
TA204 |4,798.00  |4,824.00  |4,860.00  |4,804.00  |4,846.00  |4,836.00  |48.00    |38.00    |7,915     |30,644    |15        |19,135.82   |
TA205 |4,816.00  |4,840.00  |4,884.00  |4,824.00  |4,868.00  |4,856.00  |52.00    |40.00    |1,062,849 |1,062,014 |-25,472   |2,580,578.88|
TA206 |4,830.00  |4,932.00  |4,932.00  |4,844.00  |4,874.00  |4,870.00  |44.00    |40.00    |54        |2,586     |-10       |131.50      |
TA207 |4,836.00  |4,948.00  |4,948.00  |4,860.00  |4,888.00  |4,890.00  |52.00    |54.00    |100       |26,000    |17        |244.52      |
TA208 |4,868.00  |4,914.00  |4,918.00  |4,912.00  |4,912.00  |4,916.00  |44.00    |48.00    |4         |16,170    |-1        |9.83        |
TA209 |4,862.00  |4,888.00  |4,930.00  |4,874.00  |4,918.00  |4,904.00  |56.00    |42.00    |12,692    |52,732    |926       |31,116.48   |
TA210 |4,940.00  |4,976.00  |4,986.00  |4,964.00  |4,978.00  |4,976.00  |38.00    |36.00    |13        |85        |-7        |32.34       |
TA211 |4,958.00  |4,950.00  |4,998.00  |4,948.00  |4,984.00  |4,978.00  |26.00    |20.00    |7         |929       |-4        |17.42       |
TA212 |4,950.00  |0.00      |0.00      |0.00      |0.00      |4,988.00  |38.00    |38.00    |0         |3         |0         |0.00        |
小计    |          |          |          |          |          |          |         |         |1,392,403 |1,973,620 |-47,499   |3,372,128.73|
总计    |          |          |          |          |          |          |         |         |1,392,403 |1,973,620 |-47,499   |3,372,128.73|
