					郑州商品交易所期货每日行情表(2021-10-14)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA110 |5,322.00  |5,278.00  |5,356.00  |5,258.00  |5,298.00  |5,304.00  |-24.00   |-18.00   |4,676     |39,283    |-510      |12,399.80   |5,236.00      
TA111 |5,386.00  |5,320.00  |5,380.00  |5,264.00  |5,332.00  |5,316.00  |-54.00   |-70.00   |29,474    |130,185   |-10,524   |78,348.05   |
TA112 |5,416.00  |5,344.00  |5,404.00  |5,290.00  |5,358.00  |5,342.00  |-58.00   |-74.00   |180,122   |264,052   |5,405     |480,980.89  |
TA201 |5,424.00  |5,374.00  |5,426.00  |5,312.00  |5,382.00  |5,366.00  |-42.00   |-58.00   |1,582,425 |1,324,598 |-8,162    |4,245,206.63|
TA202 |5,404.00  |5,360.00  |5,416.00  |5,292.00  |5,390.00  |5,356.00  |-14.00   |-48.00   |54,985    |170,928   |12,539    |147,219.95  |
TA203 |5,378.00  |5,356.00  |5,396.00  |5,284.00  |5,364.00  |5,342.00  |-14.00   |-36.00   |9,396     |83,436    |2,735     |25,095.36   |
TA204 |5,394.00  |5,362.00  |5,404.00  |5,312.00  |5,374.00  |5,356.00  |-20.00   |-38.00   |103       |20,551    |77        |275.81      |
TA205 |5,416.00  |5,380.00  |5,432.00  |5,314.00  |5,394.00  |5,374.00  |-22.00   |-42.00   |71,617    |191,164   |3,415     |192,424.07  |
TA206 |5,428.00  |5,374.00  |5,426.00  |5,342.00  |5,394.00  |5,408.00  |-34.00   |-20.00   |426       |2,799     |395       |1,151.83    |
TA207 |5,424.00  |5,380.00  |5,440.00  |5,346.00  |5,416.00  |5,418.00  |-8.00    |-6.00    |502       |22,024    |384       |1,359.77    |
TA208 |5,426.00  |5,408.00  |5,444.00  |5,394.00  |5,434.00  |5,422.00  |8.00     |-4.00    |7         |7,828     |-1        |18.97       |
TA209 |5,442.00  |5,420.00  |5,460.00  |5,352.00  |5,430.00  |5,402.00  |-12.00   |-40.00   |1,217     |3,244     |142       |3,286.27    |
小计    |          |          |          |          |          |          |         |         |1,934,950 |2,260,092 |5,895     |5,187,767.39|
总计    |          |          |          |          |          |          |         |         |1,934,950 |2,260,092 |5,895     |5,187,767.39|
