					郑州商品交易所期货每日行情表(2021-05-12)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA105 |4,758.00  |4,630.00  |4,796.00  |4,630.00  |4,796.00  |4,740.00  |38.00    |-18.00   |2,592     |71,037    |-1,203    |6,142.17    |4,746.00      
TA106 |4,776.00  |4,694.00  |4,824.00  |4,674.00  |4,818.00  |4,760.00  |42.00    |-16.00   |13,875    |32,379    |-1,169    |33,025.35   |
TA107 |4,800.00  |4,724.00  |4,852.00  |4,700.00  |4,846.00  |4,790.00  |46.00    |-10.00   |208,516   |141,685   |793       |499,283.08  |
TA108 |4,818.00  |4,760.00  |4,876.00  |4,728.00  |4,872.00  |4,816.00  |54.00    |-2.00    |54,323    |17,813    |2,612     |130,819.29  |
TA109 |4,838.00  |4,776.00  |4,896.00  |4,746.00  |4,890.00  |4,836.00  |52.00    |-2.00    |2,076,480 |1,953,174 |79,070    |5,019,780.59|
TA110 |4,906.00  |4,834.00  |4,960.00  |4,832.00  |4,960.00  |4,924.00  |54.00    |18.00    |4,734     |4,706     |-2,219    |11,656.04   |
TA111 |4,896.00  |4,834.00  |4,954.00  |4,834.00  |4,954.00  |4,926.00  |58.00    |30.00    |427       |11,370    |272       |1,051.59    |
TA112 |4,920.00  |4,862.00  |4,980.00  |4,862.00  |4,980.00  |4,956.00  |60.00    |36.00    |853       |19,179    |-195      |2,113.87    |
TA201 |4,920.00  |4,864.00  |4,984.00  |4,844.00  |4,982.00  |4,918.00  |62.00    |-2.00    |142,338   |374,409   |3,358     |350,033.55  |
TA202 |4,970.00  |4,922.00  |4,998.00  |4,870.00  |4,998.00  |4,926.00  |28.00    |-44.00   |2,507     |38,688    |2,309     |6,173.88    |
TA203 |4,972.00  |4,908.00  |5,028.00  |4,898.00  |5,028.00  |4,926.00  |56.00    |-46.00   |1,759     |25,128    |1,667     |4,331.25    |
TA204 |4,980.00  |4,934.00  |5,054.00  |4,924.00  |5,054.00  |4,930.00  |74.00    |-50.00   |674       |5,083     |663       |1,661.04    |
小计    |          |          |          |          |          |          |         |         |2,509,078 |2,694,651 |85,958    |6,066,071.70|
总计    |          |          |          |          |          |          |         |         |2,509,078 |2,694,651 |85,958    |6,066,071.70|
