					郑州商品交易所期货每日行情表(2021-12-02)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA112 |4,428.00  |4,470.00  |4,470.00  |4,372.00  |4,432.00  |4,410.00  |4.00     |-18.00   |2,624     |23,585    |-1,566    |5,785.14    |4,712.00      
TA201 |4,460.00  |4,498.00  |4,518.00  |4,372.00  |4,438.00  |4,448.00  |-22.00   |-12.00   |1,243,820 |878,099   |-29,293   |2,767,522.35|
TA202 |4,486.00  |4,526.00  |4,544.00  |4,400.00  |4,466.00  |4,484.00  |-20.00   |-2.00    |99,650    |302,849   |-20,049   |223,394.15  |
TA203 |4,510.00  |4,548.00  |4,568.00  |4,426.00  |4,492.00  |4,502.00  |-18.00   |-8.00    |125,790   |400,034   |-4,129    |283,172.33  |
TA204 |4,550.00  |4,584.00  |4,592.00  |4,458.00  |4,520.00  |4,526.00  |-30.00   |-24.00   |10,192    |32,150    |2,764     |23,063.76   |
TA205 |4,572.00  |4,616.00  |4,624.00  |4,478.00  |4,546.00  |4,554.00  |-26.00   |-18.00   |444,525   |632,513   |39,621    |1,012,140.61|
TA206 |4,598.00  |4,586.00  |4,600.00  |4,456.00  |4,564.00  |4,566.00  |-34.00   |-32.00   |84        |803       |54        |191.79      |
TA207 |4,634.00  |4,612.00  |4,618.00  |4,478.00  |4,596.00  |4,598.00  |-38.00   |-36.00   |2,926     |22,043    |817       |6,724.81    |
TA208 |4,652.00  |4,630.00  |4,634.00  |4,550.00  |4,606.00  |4,606.00  |-46.00   |-46.00   |2,790     |11,377    |2,746     |6,424.48    |
TA209 |4,640.00  |4,678.00  |4,698.00  |4,554.00  |4,620.00  |4,622.00  |-20.00   |-18.00   |8,533     |27,575    |4,031     |19,720.13   |
TA210 |4,716.00  |4,762.00  |4,762.00  |4,650.00  |4,724.00  |4,708.00  |8.00     |-8.00    |8         |70        |1         |18.83       |
TA211 |4,720.00  |4,778.00  |4,778.00  |4,698.00  |4,722.00  |4,716.00  |2.00     |-4.00    |7         |938       |3         |16.50       |
小计    |          |          |          |          |          |          |         |         |1,940,949 |2,332,036 |-5,000    |4,348,174.88|
总计    |          |          |          |          |          |          |         |         |1,940,949 |2,332,036 |-5,000    |4,348,174.88|
