					郑州商品交易所期货每日行情表(2021-05-18)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA105 |4,584.00  |4,536.00  |4,680.00  |4,536.00  |4,680.00  |4,626.00  |96.00    |42.00    |2,545     |63,137    |-1,047    |5,886.91    |4,730.00      
TA106 |4,602.00  |4,570.00  |4,708.00  |4,556.00  |4,704.00  |4,640.00  |102.00   |38.00    |3,202     |26,355    |-1,116    |7,426.72    |
TA107 |4,634.00  |4,606.00  |4,738.00  |4,582.00  |4,732.00  |4,668.00  |98.00    |34.00    |206,927   |131,503   |-1,460    |482,876.33  |
TA108 |4,658.00  |4,624.00  |4,764.00  |4,606.00  |4,756.00  |4,704.00  |98.00    |46.00    |52,387    |27,483    |4,011     |123,175.84  |
TA109 |4,674.00  |4,644.00  |4,784.00  |4,624.00  |4,776.00  |4,716.00  |102.00   |42.00    |1,963,458 |1,833,390 |-22,361   |4,629,440.26|
TA110 |4,708.00  |4,718.00  |4,862.00  |4,716.00  |4,852.00  |4,788.00  |144.00   |80.00    |3,489     |26,960    |1,234     |8,350.69    |
TA111 |4,756.00  |4,730.00  |4,874.00  |4,722.00  |4,868.00  |4,826.00  |112.00   |70.00    |3,613     |13,216    |3,167     |8,716.61    |
TA112 |4,778.00  |4,738.00  |4,874.00  |4,728.00  |4,872.00  |4,816.00  |94.00    |38.00    |7,668     |22,803    |7,458     |18,462.89   |
TA201 |4,774.00  |4,760.00  |4,878.00  |4,728.00  |4,874.00  |4,824.00  |100.00   |50.00    |108,658   |373,911   |21,293    |262,010.52  |
TA202 |4,766.00  |4,756.00  |4,902.00  |4,756.00  |4,884.00  |4,842.00  |118.00   |76.00    |5,472     |45,429    |5,289     |13,246.38   |
TA203 |4,790.00  |4,776.00  |4,920.00  |4,776.00  |4,918.00  |4,860.00  |128.00   |70.00    |5,789     |31,699    |5,677     |14,068.09   |
TA204 |4,850.00  |4,842.00  |4,930.00  |4,818.00  |4,908.00  |4,896.00  |58.00    |46.00    |21        |5,130     |-3        |51.41       |
小计    |          |          |          |          |          |          |         |         |2,363,229 |2,601,016 |22,142    |5,573,712.63|
总计    |          |          |          |          |          |          |         |         |2,363,229 |2,601,016 |22,142    |5,573,712.63|
