					郑州商品交易所期货每日行情表(2021-12-03)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA112 |4,410.00  |4,388.00  |4,476.00  |4,330.00  |4,442.00  |4,420.00  |32.00    |10.00    |778       |24,213    |628       |1,718.82    |4,668.00      
TA201 |4,448.00  |4,422.00  |4,496.00  |4,340.00  |4,458.00  |4,418.00  |10.00    |-30.00   |1,433,989 |819,830   |-58,269   |3,174,194.07|
TA202 |4,484.00  |4,440.00  |4,526.00  |4,372.00  |4,484.00  |4,440.00  |0.00     |-44.00   |99,844    |296,542   |-6,307    |221,638.30  |
TA203 |4,502.00  |4,460.00  |4,546.00  |4,396.00  |4,508.00  |4,466.00  |6.00     |-36.00   |130,683   |391,484   |-8,550    |291,826.40  |
TA204 |4,526.00  |4,504.00  |4,578.00  |4,426.00  |4,538.00  |4,496.00  |12.00    |-30.00   |7,109     |32,374    |224       |15,978.65   |
TA205 |4,554.00  |4,524.00  |4,604.00  |4,450.00  |4,562.00  |4,526.00  |8.00     |-28.00   |555,168   |658,480   |25,967    |1,256,111.94|
TA206 |4,566.00  |4,532.00  |4,610.00  |4,484.00  |4,584.00  |4,560.00  |18.00    |-6.00    |16        |802       |-1        |36.48       |
TA207 |4,598.00  |4,554.00  |4,632.00  |4,500.00  |4,604.00  |4,564.00  |6.00     |-34.00   |34        |22,036    |-7        |77.58       |
TA208 |4,606.00  |4,570.00  |4,644.00  |4,526.00  |4,644.00  |4,586.00  |38.00    |-20.00   |11        |11,376    |-1        |25.22       |
TA209 |4,622.00  |4,612.00  |4,680.00  |4,528.00  |4,638.00  |4,606.00  |16.00    |-16.00   |9,958     |31,561    |3,986     |22,931.92   |
TA210 |4,708.00  |4,686.00  |4,754.00  |4,636.00  |4,754.00  |4,718.00  |46.00    |10.00    |11        |71        |1         |25.95       |
TA211 |4,716.00  |4,718.00  |4,774.00  |4,660.00  |4,774.00  |4,718.00  |58.00    |2.00     |21        |936       |-2        |49.53       |
小计    |          |          |          |          |          |          |         |         |2,237,622 |2,289,705 |-42,331   |4,984,614.85|
总计    |          |          |          |          |          |          |         |         |2,237,622 |2,289,705 |-42,331   |4,984,614.85|
