					郑州商品交易所期货每日行情表(2021-11-02)
合约代码|昨结算    |今开盘    |最高价    |最低价    |今收盘    |今结算    |涨跌1    |涨跌2    |成交量(手)|持仓量    |增减量    |成交额(万元)|交割结算价
TA111 |5,122.00  |5,168.00  |5,220.00  |5,096.00  |5,162.00  |5,170.00  |40.00    |48.00    |2,800     |38,864    |-1,153    |7,236.97    |5,286.00      
TA112 |5,116.00  |5,202.00  |5,250.00  |5,110.00  |5,190.00  |5,196.00  |74.00    |80.00    |90,197    |140,472   |-9,164    |234,338.85  |
TA201 |5,146.00  |5,224.00  |5,280.00  |5,138.00  |5,218.00  |5,222.00  |72.00    |76.00    |1,858,744 |1,124,844 |-14,424   |4,852,572.84|
TA202 |5,144.00  |5,200.00  |5,280.00  |5,144.00  |5,220.00  |5,224.00  |76.00    |80.00    |78,033    |372,321   |-2,776    |203,826.75  |
TA203 |5,178.00  |5,240.00  |5,286.00  |5,160.00  |5,240.00  |5,238.00  |62.00    |60.00    |111,838   |196,457   |52,285    |292,895.74  |
TA204 |5,184.00  |5,288.00  |5,310.00  |5,184.00  |5,256.00  |5,258.00  |72.00    |74.00    |3,341     |21,116    |73        |8,783.34    |
TA205 |5,204.00  |5,280.00  |5,328.00  |5,200.00  |5,278.00  |5,276.00  |74.00    |72.00    |138,937   |228,132   |1,711     |366,545.43  |
TA206 |5,194.00  |5,260.00  |5,330.00  |5,156.00  |5,270.00  |5,282.00  |76.00    |88.00    |1,216     |2,457     |1,116     |3,211.20    |
TA207 |5,194.00  |5,300.00  |5,330.00  |5,210.00  |5,284.00  |5,292.00  |90.00    |98.00    |1,112     |19,284    |-1,043    |2,942.00    |
TA208 |5,234.00  |5,284.00  |5,360.00  |5,186.00  |5,298.00  |5,312.00  |64.00    |78.00    |38        |4,824     |-32       |100.93      |
TA209 |5,234.00  |5,270.00  |5,350.00  |5,236.00  |5,302.00  |5,302.00  |68.00    |68.00    |3,684     |6,402     |-285      |9,765.77    |
TA210 |5,308.00  |5,352.00  |5,364.00  |5,338.00  |5,338.00  |5,354.00  |30.00    |46.00    |5         |9         |0         |13.38       |
小计    |          |          |          |          |          |          |         |         |2,289,945 |2,155,182 |26,308    |5,982,233.19|
总计    |          |          |          |          |          |          |         |         |2,289,945 |2,155,182 |26,308    |5,982,233.19|
